gene_name	length
AL021408.1	746
GAPDHP57	585
AL133466.1	150
IGHD1-1	17
RPL12P26	487
MIR7515HG	9017
AL049612.1	694
SSU72P6	488
LINC00353	685
PRAMEF35P	891
AL445669.1	421
AC009319.1	754
TCEA1P4	844
HNRNPDLP3	380
GJA6P	1042
PRKX-AS1	516
RPL18AP15	517
Z82210.1	231
RPS15AP25	390
LINC01953	717
AC099811.1	1496
RNMTL1P2	951
PPP1R9A-AS1	4031
AL359076.1	420
KDM4A-AS1	4217
GRM7-AS1	507
LINC01376	3043
AL023773.2	1005
AL356441.1	2009
C10orf71-AS1	963
AC104135.1	763
MTCO1P7	1542
AC009262.1	2104
AC006369.1	1743
PPP1R11P1	376
C1DP2	426
AC073127.1	333
VEZF1P1	1541
AL356108.1	1691
AC017048.2	822
MTCYBP24	1106
AC091132.2	769
AP000542.1	371
AC093106.1	352
GPC5-IT1	658
AC119744.1	1715
MYO16-AS1	580
RPL6P29	865
SLC35F3-AS1	388
AC073135.1	775
AC104389.4	235
AL512605.1	1263
SLC25A3P1	3164
MTND4P14	1354
AC009404.1	5287
DIAPH2-AS1	2309
EI24P2	1076
TIMM8BP1	211
PPIAP64	483
AC064862.4	334
SHANK2-AS2	356
AC234582.1	568
RPL26P30	1178
Z98884.1	830
AP006216.2	333
LINC01361	4746
SCUBE1-AS2	531
AC004865.1	1003
NDP-AS1	2165
NIPA2P5	464
PEBP1P3	548
CLEC2L	2699
NDUFB9P2	507
AC019197.1	10261
VN1R31P	730
NPM1P8	837
ZBED5	9029
GACAT3	3755
EEF1GP7	703
USH2A-AS1	699
AC007557.3	3135
GUSBP5	1989
AC048351.1	924
AC092634.4	2024
MTND4LP12	295
MRGPRG-AS1	2012
LINC02646	1830
AP001189.1	1426
SLC12A9-AS1	369
LINC01241	3075
EEF1E1P1	430
AL138921.2	578
TLX1NB	1891
RPL34P34	354
VN1R53P	957
OR7E109P	855
AC104333.2	192
LINC02888	1957
AC105021.1	1124
SLFN14	7169
BMP6P1	679
SNX9-AS1	372
RPL32P5	373
AL050331.2	421
AL831737.1	271
RPL5P9	886
AP001604.1	1213
TRHDE-AS1	18092
PPIAL4G	755
AL161638.2	507
CDYL-AS1	369
FMR1-IT1	343
POM121L13P	380
GRM8-AS1	1918
AL161740.1	610
EI24P4	1078
SCAT8	1454
AL513123.1	597
PSMC1P10	1327
SUCLG2P2	1296
AC005220.1	884
LINC00437	791
AL391415.1	400
AC079584.1	464
EI24P1	867
AL355472.2	410
OR51B8P	769
RRAS2P1	502
GAGE12F	659
AL358115.1	2952
EIF3MP1	237
AL359313.1	2556
CT47A1	1288
AL353052.2	2241
LINC02653	2322
POU5F1P5	658
AL353780.1	458
AC084809.2	512
AL133319.1	777
ZNF736P4Y	1243
VENTXP7	772
KRTAP10-13P	571
CCDC200	3282
LINC00479	2114
AC026355.3	723
AC009518.2	253
AL139350.1	1452
ITCH-AS1	299
AL121970.1	929
AC092800.1	579
AC092573.1	457
AC091806.1	3300
AL807752.4	580
AC093106.2	385
SLC35G4	1017
DDX11L2	1398
TAS2R39	1017
KRTAP21-4P	816
SLC4A1APP2	1259
AL353611.1	1319
VLDLR-AS1	6777
UBQLN1P1	1169
HMGB1P18	619
AC073336.1	664
NRADDP	1728
NDUFAF4P3	525
AC092941.2	1008
AL662874.1	230
AC004415.1	449
CTSLP1	1002
CHCHD3P1	676
LINC01134	4084
TSPY10	1941
AC069213.2	366
AL583824.1	1524
AL589986.2	397
GPM6BP2	144
KRT8P29	1371
AC009237.8	379
MFF-DT	15378
RPL37P21	276
AL162430.2	435
TSPY12P	868
LINC02850	1498
LINC02151	921
FAM157A	7091
AC099336.2	254
COPRSP1	529
ANKRD54P1	471
UBE2L5	3318
LINC00608	4106
CT47B1	1328
ATG10-IT1	487
AC010894.2	6037
AL590399.6	307
AC067956.1	4642
AC123023.1	555
AC003092.1	1064
AL035458.1	585
AC090617.1	323
HNRNPA1P22	946
SNX2P2	323
AL162425.1	1525
LINC00427	430
LINC02559	188
AL035670.1	5432
KCNMA1-AS1	7061
AC099335.1	1335
AC007881.2	570
AF127577.5	446
AC002401.1	468
KRT43P	910
GCNT1P1	1295
TRIM26BP	753
AL593856.1	805
RPS24P1	371
AC012513.2	1137
PKMP1	1523
LINC02195	294
MTND2P40	841
RRM2P2	652
LINC01945	840
AC079168.1	416
AC133473.1	299
AC234771.4	730
EIF2S2P3	999
AC008080.4	2830
AL158168.1	1248
GPS2P1	986
LINC01744	2269
AC107081.1	802
LINC00896	2128
CD24P1	225
AC074286.1	6843
SIX3-AS1	1151
AC009784.1	460
AC087499.5	835
AL356379.1	126
BX470209.2	3817
ATP13A5-AS1	476
RPL21P133	476
AC011284.1	856
LINC01231	5268
AL390026.1	457
AC074035.1	1184
AL135791.1	826
KLF2P4	1225
LINC01424	1031
GPC6-AS1	698
NPAP1P4	3310
NPM1P40	733
AC007278.2	1200
AL035448.1	1831
ARF4P2	526
AL033528.2	849
AC093582.1	2342
KPNA2P1	1591
AC006013.1	758
LINC01695	5319
RPS12P4	399
H3P36	403
RC3H1-IT1	448
AC003986.3	692
ZNF863P	417
HNRNPA1P54	9714
AC006547.1	2267
VN2R9P	953
MED28P7	530
AL354761.1	1833
AC008060.3	534
AP001619.2	587
MYCL-AS1	785
RNF217-AS1	12149
RPS27AP7	455
AL109809.3	246
RPL13AP5	612
ASNSP3	1306
AC115115.1	248
AC025038.1	336
BCL2L1-AS1	374
IFITM3P1	385
YWHAQP5	1382
HNRNPA3P5	833
TCF3P1	1937
HNRNPA1P73	928
RAD23BP1	1227
AC245102.1	180
AC006369.2	384
AC092634.5	192
AC241520.1	1099
SNRPGP14	219
AC073626.2	316
STARD13-AS	5800
PRPF38AP2	851
AP004290.1	1412
MTATP6P4	675
UST-AS2	130
S100A11P2	312
RPS27AP14	454
MED15P5	992
CRLF3P1	1284
IGHD7-27	11
ELOCP26	329
AL732372.1	1095
RANP1	651
LYPLA2P3	576
AC023115.1	574
AC022028.1	408
EEF1DP8	536
EIF4A1P6	1210
ZNF853	3864
SOCS5P1	949
LINC02556	346
KRTAP19-11P	104
AC010086.2	226
BAK1P2	631
AC127070.1	555
PITPNA-AS1	542
XKRYP3	1116
MTND5P17	1603
AL590302.2	1122
AC016903.1	588
LINC02540	1415
AL627308.2	432
IFNA4	978
AC006455.7	392
Z99916.1	1280
AL354928.1	617
LAMTOR5P1	270
AC009947.2	672
LINC02810	1328
DLX2-DT	950
LINC01923	3968
AC079780.1	207
SLC6A14P3	462
AL365440.1	2597
AL161733.1	462
AL133215.1	342
FRGCA	422
AC011998.2	254
AC114808.2	536
POTEH-AS1	2566
RPL27AP3	469
AC006450.3	2146
KRT18P5	1291
PRKG1-AS1	6307
AL117378.1	3017
AL049636.1	1357
MTX1P1	838
AC117944.1	641
SETD4-AS1	446
LINC00347	3977
RPL23AP24	385
AL356000.1	1238
DSTNP5	523
MAP3K2-DT	3254
HMGA1P1	1062
BZW1P1	1240
AL160271.2	829
MTCO2P21	677
AC007274.2	662
NDUFA4P2	244
MTCO1P10	1546
HNRNPA1P47	931
EIF1AXP1	435
ARHGEF38	7580
LINC01010	4418
AL512594.1	1012
MYB-AS1	449
CNOT4P1	1199
SDK1-AS1	982
DAPK1-IT1	702
AC108448.2	730
SMAD9-IT1	504
AC079448.1	373
AL356292.1	373
LINC01844	3601
AL355376.1	517
AL354751.2	210
RBMY2QP	1623
OVAAL	2213
LINC01741	1904
AC116036.1	367
AL606760.2	1227
AL137071.1	243
AL135929.2	505
AC094019.2	472
AL354794.1	516
RPL31P63	375
UQCRC2P1	1332
GAGE12B	117
CLIC4P1	535
AL033384.1	3227
Z98751.2	451
AC016822.1	439
YRDCP2	642
LINC01282	1426
AC009500.1	583
AC009237.9	347
LINC01186	2526
MKLN1-AS	8638
AC007666.1	1960
DNAJC9-AS1	3260
MTUS2-AS2	1059
AC019118.2	952
CTAGE9	2577
RPL19P16	588
TRMT112P4	379
COX7A2P2	250
AC124916.1	547
LINC02659	1821
AC079325.1	857
AL034550.1	986
AC092809.3	231
AL512637.2	1256
RPL21P23	460
AL157831.1	473
INTS6-AS1	15152
AL512306.1	848
LINC01829	4330
AL391650.1	2073
RPS15AP27	343
SDR42E1P5	866
TSPY15P	923
LINC00299	22322
OR2AI1P	932
AL513175.2	443
BCRP8	255
CNTNAP2-AS1	2145
AL157884.3	1184
SPA17P1	452
LINC02626	344
AC068898.1	335
RPL24P8	474
SDAD1P4	1645
RPS3AP12	753
RPL7AP15	795
AC092066.1	317
SNX25P1	834
ELOA-AS1	3086
GAPDHP2	998
BTF3P8	526
AC046176.1	1170
ANKRD20A7P	7880
AL606804.1	894
ARL5AP2	533
LINC01563	3389
NMBR-AS1	222
AL035691.1	741
BCYRN1	200
RAB28P2	641
LINC00529	241
DMD-AS3	293
Z97634.1	2291
CBR3-AS1	8897
YME1L1P1	297
CBY1P1	405
AC024560.1	1471
LINC00421	1054
PCYT1B-AS1	275
AC139712.1	639
AC090617.2	404
AC069280.1	439
AC007750.1	4157
AC010997.2	260
AC069213.3	474
AL359979.2	613
AC018892.2	693
RPL23AP95	265
LINC01474	1264
SSBL2P	1077
OR2R1P	941
LINC00486	2141
AC105393.2	549
RAP1BP1	553
AL008638.2	3170
NIFK-AS1	5112
RPL39P29	157
BET1-AS1	636
RPS20P24	361
RPL23AP23	471
AC068295.1	153
AL157902.1	1091
Z98885.1	465
ZKSCAN7-AS1	456
POMPP1	417
LINC00106	592
PPIAP36	325
AL137078.1	404
DDX11L5	654
TMSB4XP1	135
SETD6P1	317
MTATP6P26	662
RPS26P57	335
LINC01554	2260
AP001615.1	461
AC018731.1	1821
AC007563.2	904
AL357055.2	434
RPS20P5	360
AC244035.2	271
AC016027.5	210
AL357833.1	1344
ASS1P7	1226
AL160287.1	1651
AL354726.1	402
AC113331.1	869
TIMM9P1	256
MIR600HG	5984
AC104333.3	479
AC023141.9	412
LINC02827	3004
OR2P1P	776
AL137789.1	1506
RPS13P3	450
LINC01852	2758
CLCA4-AS1	2738
DNAJA1P2	1197
PHKG1P3	490
AL590727.1	771
AL157937.1	443
LINC01378	5863
AL162411.1	526
AC008267.4	521
RPL35AP37	332
SDHDP4	474
CEACAMP8	580
AP003774.2	672
AL031005.1	723
PTGES3P4	356
AC003092.2	446
BAALC-AS2	513
AL589765.3	462
AC106872.1	1360
AC096533.1	353
CCDC58P2	366
HNRNPA1P70	1087
AL365255.1	1095
LINC01774	595
AC007359.1	3181
ZDHHC20-IT1	440
NF1P8	1596
AL139010.1	2140
AC051618.1	207
SULT1D1P	882
AL354695.1	228
AL136131.2	348
LINC01141	4303
OR52N3P	934
AL773545.2	472
AL451164.1	597
GGT8P	532
FABP5P1	411
GAPDHP51	1000
LINC02814	3937
AC091685.2	864
ANKRD44-IT1	1069
AC073873.1	276
C3orf84	881
OR10G9	936
BLOC1S2P1	301
AL121892.1	833
AL157938.2	3028
NDUFA5P8	346
CTDSPL2P1	1558
AC130710.1	1262
AC025822.2	2287
EDRF1-AS1	1989
RPL12P12	501
GAPDHP21	1010
YBX1P9	679
MLIP-IT1	643
AL354794.2	1248
ATP2B2-IT1	472
PTMAP6	327
WASF3-AS1	3656
AL590730.1	665
AC126124.2	321
ZNRF2P1	982
HIGD1AP15	280
KRT18P52	846
LAPTM4BP1	690
GLIS3-AS1	734
AL357793.2	850
LINC01812	725
LRRFIP2P1	1063
AL031186.1	385
AC013410.1	1232
AC245052.4	4158
AC004470.1	382
IGHD1-20	17
USP9YP3	1766
RPL21P33	484
PARD6BP1	707
AC104073.2	312
AL159174.1	1171
AC008067.1	3357
RPSAP7	885
CASP3P1	609
AC020719.1	618
ZEB1-AS1	3861
NDUFA6-DT	5206
USP17L8	1593
RPS28P4	210
DPH3P2	250
RPL27P8	414
MICG	132
TTTY12	1173
RPL34P1	354
FUCA1P1	1351
PRMT5-AS1	3194
MTCO1P48	1096
LINC02087	2956
MMEL1-AS1	373
AC100823.1	480
AL512649.2	774
AL035420.2	616
EIF3IP1	967
NANOGP4	913
RPL5P2	854
AC005550.2	3743
AL161727.1	530
AL162727.2	395
AL596218.1	1264
AL035706.1	683
RPL38P2	418
EHMT2-AS1	2571
COX5BP6	211
AL162725.1	301
AC127391.1	98
AC068134.2	576
AL163193.1	788
PCNPP4	517
MKRN8P	1326
LINC01065	3118
AL732372.2	6204
GYG1P2	1006
AC092809.4	1323
FABP5P15	214
AL591473.1	313
RPL21P111	477
TAAR9	1047
IGHJ3P	50
AL139805.1	2433
CYP2F2P	1547
LINC01056	1234
PIEZO1P2	2180
MTND2P11	648
HAND2-AS1	21212
AC073254.1	3725
AC245028.2	253
LINC02652	273
MTCYBP34	670
MRPS6P2	370
AL021397.1	248
RASGRP3-AS1	338
DDX10P1	1933
C4orf51	1094
AL159169.1	127
HUNK-AS1	616
RPS26P41	284
HSPE1P16	348
DNAJC19P1	319
HIGD1AP2	280
ZNF503-AS2	3348
AL162725.2	4135
MCFD2P1	300
AL353718.1	517
CNTFR-AS1	2602
AC004022.2	193
AC068446.1	1549
RPS20P9	367
AC099794.2	303
SLC25A15P2	338
LINC01792	3231
AC128709.3	626
RPL12P27	496
RPS7P15	584
AC005297.3	756
B3GNT9	2702
AC099796.1	108
AL445465.1	2237
NME1P1	382
AC079905.1	475
H3P7	394
LINC01797	1883
CYP46A4P	267
PRKAR1B-AS1	731
BX276092.6	250
KRTAP9-10P	207
VN1R66P	916
AC092418.1	623
NR2F1-AS1	22725
AC242426.2	4139
CDKN2AIPNL	1762
AL451054.2	202
SNAI1P1	777
DLGAP5P1	464
IGHD1-7	17
ZBTB40-IT1	273
AJ239321.1	564
RPL7P34	712
IMPDH1P4	1534
RBM17P3	1192
AL445072.1	639
AC073324.1	1435
SETP4	868
AL449403.1	2221
RPL23AP22	453
AL080243.1	582
DEFB131D	184
AC008074.1	429
AC104777.2	545
PPEF1-AS1	430
LINC01968	10117
SULT1C2P1	2004
AL157832.2	2345
OR13K1P	1118
RPS3AP39	775
AL162739.1	307
KRTAP2-5P	396
ZNF295-AS1	7224
TMEM26-AS1	863
Z99289.1	1509
TRDD2	9
AC023141.10	200
BMS1P10	1596
BTF3P15	336
CREB3L2-AS1	577
MBD3L5	778
LINC00987	2696
Z99127.2	395
AL359924.1	3127
AC004987.2	771
MMADHCP1	461
TRBV30	447
PGAM3P	427
MTND2P8	1025
ZNF133-AS1	258
PPIAP67	441
Metazoa_SRP	283
AC068492.1	469
MAPK6P3	2162
FTH1P11	551
BX276092.7	1995
LINC01810	1431
LINC01519	2029
AC092447.7	1835
RBMY2TP	947
AC009498.1	1069
OR51R1P	952
RSL24D1P8	492
GTF3AP1	1004
S100A11P10	271
ANO7L1	1990
RLIMP2	1563
H3P2	395
AL136982.3	688
CATIP-AS2	535
LINC00851	734
AL691515.1	2157
HNRNPA1P2	960
CARD11-AS1	969
CKMT1B	3310
LINC01343	2573
LINC01732	667
AC007099.2	336
EIF4BP9	1513
SMG1P1	7046
AL713922.1	747
TTN-AS1	25511
AP000534.2	568
MTCO1P19	500
AL121992.1	2845
OFD1P11Y	1177
HIGD1AP8	274
HSPE1P22	327
SRRM1P3	2678
AC009237.10	510
MTND2P6	1030
GS1-124K5.4	1262
AL034397.1	1701
AL358134.1	1023
RPL12P39	496
Z82196.2	549
AL022400.1	935
AL118496.1	230
AC019064.1	499
AL354936.1	649
RPL7L1P10	463
AC245036.3	146
AC093158.1	1408
AP000563.1	758
AC113608.1	487
UPP2-IT1	357
RAI1-AS1	724
AL356320.2	507
RNF223	1900
XIAP-AS1	482
AL445489.1	722
ELAVL4-AS1	858
FTCD-AS1	500
LINC01502	2746
SYP-AS1	542
AL132796.1	479
AC246785.3	314
AC245047.4	617
AL080313.2	803
AC004461.1	403
BX679664.2	283
CDC42P6	576
ITPK1P1	1248
LINC01358	8462
PATE4	2885
OR52S1P	937
AL365295.1	14459
BX088651.4	2579
AC007064.1	351
AL354977.2	944
CHCHD4P2	420
TUSC8	3136
AP006288.1	395
AL512330.1	349
AC010907.2	693
AL355803.1	188
UNQ6494	3346
BRWD1-IT1	489
AC005703.1	343
AL445989.1	2034
CBX1P3	527
HOXD-AS2	2071
NT5DC1P1	1423
RPL21P121	465
CNN2P11	262
AL583839.1	641
AL022329.2	660
OR4A47	1064
AL645634.2	411
AL139130.1	5586
LNCNEF	659
HLA-DPA3	229
PITRM1-AS1	4370
AC006960.2	531
LINC01304	6990
CAMTA1-IT1	365
NDUFA9P1	1135
AP000552.2	775
ART2BP	499
AL513302.1	428
NRXN2-AS1	469
PRSS56	2462
MGC27382	2481
AL365204.2	687
NRBF2P3	865
XRCC6P1	1805
AC069257.2	155
AL954642.1	538
AL158071.3	4722
LINC01522	4019
FOXD2-AS1	2509
RPSAP2	888
ZIK1P1	1459
TOMM22P1	312
ASH2LP2	1561
BX293535.1	283
RPS7P12	582
RPSAP11	881
AL512635.1	832
LINC02790	2804
CAMTA1-DT	415
ASS1P12	1227
CECR7	4453
Z83839.1	630
ZNF737	8978
RGL2	4159
HNRNPA1P57	1271
OR13D2P	907
AP001342.1	525
AL359771.1	379
RHEBP3	351
CDC27P2	1922
TAAR4P	1039
RPL23AP71	469
CDK2AP2P2	367
MEIOSIN	2568
AC096536.1	343
ID2B	405
LINC01351	607
TUBB4BP3	271
LINC01661	2185
AL359710.1	3759
LRRC52-AS1	4348
AL031663.2	355
MTCO3P41	328
USP9YP35	412
AL359547.1	2190
TUBB8P10	1279
DCLRE1CP1	470
AC073115.2	1646
AC245054.2	319
AC068759.1	1222
RPL7P53	739
LINC01637	684
AC093911.1	552
AL390023.1	262
AC007557.4	430
AL355306.2	8919
AL117350.1	640
RPS27AP8	445
LINC01684	9513
VN1R48P	1036
C10orf143	6811
RPS27AP17	455
LINC01409	8413
OR2L9P	913
AC034102.1	604
AL360007.1	349
AC010105.1	1337
WAKMAR2	4150
AL713851.2	332
AC108667.1	249
AC239798.1	408
PKN2-AS1	16635
RPSAP15	861
GPAT2P1	2245
UNC5B-AS1	707
AC007384.1	2557
PTP4A1P7	514
SHISA9	10180
DGCR5	862
AL391832.1	423
OR7E24	1870
NONOP2	1231
LINC00857	2509
TEX51	1533
AC012668.3	3139
AF241725.1	480
UQCR10P1	189
AL137847.2	1514
AL136140.1	1822
AL672277.1	588
AC012451.1	357
AC003669.1	611
RPL36AP36	301
HLA-DQA2	1458
MTCO3P17	513
XKRYP6	1116
IGHJ2P	60
TTLL11-IT1	1052
RPS6P3	693
AC243919.1	717
AC096775.1	448
LINC02567	448
AL133547.1	220
AL031681.1	400
KCND3-AS1	777
YWHABP1	727
CDY7P	1604
LINC01497	2673
TTTY21B	496
AC090955.1	235
LINC02836	734
AC099063.1	324
TUBAP1	1352
LINC02862	404
AC092001.1	261
LINC01856	2398
PYY2	1076
LINC01888	715
LINC01514	1760
GCSHP3	391
AC005538.1	594
RPL34P8	318
RAC1P4	579
LINC00407	295
AC090192.1	490
AL590666.3	4122
HMGN1P32	256
AL137026.2	841
IGKV1OR10-1	329
AL445220.1	559
AP000251.1	822
LINC01275	1373
AL138828.1	8029
AP000358.1	156
HMGB3P12	556
AP001056.1	821
DYRK3-AS1	938
AC091286.1	461
AF064858.2	292
OR4C50P	930
Metazoa_SRP	238
AP002856.4	569
FAM138A	1219
AC073257.2	1892
USP9YP32	430
AC013410.2	201
BTBD7P2	620
OR3B1P	903
GCNT1P5	682
OR9A1P	945
ELOCP18	337
NICN2P	635
OXCT2P1	1535
AL161629.1	3520
MTCO2P19	598
UQCRHP2	288
NIFKP9	221
PARK7P2	569
S100A11P1	312
AC104623.1	1458
DUX4L29	679
ANKRD26P3	4469
FRY-AS1	1115
LINC02245	6157
AC064862.5	334
AC004522.3	680
RPL28P2	407
HMGB3P5	612
AL365226.1	1150
AC092967.1	481
HLCS-IT1	531
KIFC1	3030
OR11Q1P	943
C2orf74	1517
AC026320.2	478
AP003025.1	4856
AC073834.1	590
RNASEH2CP1	502
TNIP2P1	719
SOCS2P1	557
DNAJC19P7	344
LINC00316	455
GRM7-AS2	520
AC097527.1	530
LINC01115	8530
RPS15AP38	372
AL671277.2	996
LINC01866	201
GAGE12C	527
KRR1P1	803
GSTA7P	448
TEX36-AS1	749
RPL30P4	333
VDAC1P11	852
PRKCIP1	1792
RPSAP35	818
AL139039.3	1475
AL109615.3	2893
LINC00686	332
AC007064.2	500
IFNWP2	580
IRGM	2271
BX072579.1	724
PRAMEF33	1518
ATP5PFP1	322
TRBV3-1	391
AP004289.2	1457
AC008937.2	619
TRIM51EP	1516
AL031726.1	568
SPIN2P1	772
EEF1A1P28	1403
MTCO3P11	774
AC011287.2	842
P4HA2-AS1	839
AL136309.2	1568
BX276092.8	250
AC009095.1	1326
Z95152.1	656
AC011995.2	8783
MTND1P29	647
CAMTA1-AS2	744
AC002075.2	252
RPS5P8	610
RNGTTP1	728
CT75	2567
AL163192.1	708
AF130359.1	438
DCTN1-AS1	4338
RNF216-IT1	337
NPAP1P3	1586
AC002368.1	388
AL365259.1	4111
FBP2P1	530
RPL22P8	339
ZNF101P1	1720
AL160279.1	721
UQCRBP1	336
AL034379.1	253
KCNH7-AS1	2999
LINC01143	625
NCKAP1P1	1447
AC079922.2	3224
AC093655.2	631
AL592435.1	469
EEF1A1P30	1315
BANF1P3	261
AL590483.2	567
AC023669.2	239
AL161646.1	1343
AMY1A	2505
FAM200B	4766
GGTA2P	1125
LINC01370	5801
AL731563.2	291
SPATA31D2P	4388
LINC02631	2386
AC073332.1	10246
AC126615.1	630
DDR1-DT	3994
ADAMTSL4-AS2	665
PLLPP1	469
AL356441.2	864
RPS20P12	356
GFOD1-AS1	332
LINC02877	1283
AL162615.1	1653
LINC01318	597
RPL18AP16	531
MACORIS	347
AC010894.3	457
CICP11	2827
AMD1P2	992
FAM197Y6	2559
LINC00211	3806
HNRNPA1P39	960
FAUP2	401
AC022034.1	7527
AC104852.1	1459
AC002066.1	1420
RPL21P109	475
RPS3AP29	769
CDK6-AS1	667
ST13P7	1099
CDY19P	1613
RPL23AP33	452
RPS15AP29	400
PA2G4P1	1197
AL138808.1	371
ETS2P1	1432
AC007064.3	359
PHKA2-AS1	1924
AC159540.1	555
AC092422.1	584
FAM21FP	2087
KRTAP19-9P	191
SMU1P1	1531
AC016903.2	897
AC016766.1	1118
AL139161.1	740
AL773545.3	706
AL606489.2	234
NFYAP1	972
AC091304.1	3100
AL023584.2	444
AC119800.1	423
NFIA-AS1	842
LINC00674	734
AC062020.1	801
EEF1A1P31	1131
SLC6A14P2	301
AL513325.1	1034
Z94160.1	2128
AL035425.1	1921
LINC00322	699
AC097533.1	479
AC073130.1	2560
POU5F1P4	1085
DLGAP5P2	453
AL136972.1	351
AL353691.1	59
AKR1B1P4	922
LINC01473	3890
LINC00398	906
LINC01885	2421
PPIAP13	478
DGUOK-AS1	1185
AL359672.1	409
NALT1	1088
RPL23AP32	459
AC087650.1	468
UBE2V1P16	251
KLF7-IT1	655
AC005008.2	942
AL512844.2	593
AL031289.1	471
AC009161.1	376
TSPY21P	731
AC004000.1	433
BX284632.2	399
MUPP	566
MTCO1P18	1419
SRP68P3	344
FTLP19	394
SIRPG-AS1	2965
RPL37P12	311
PARP4P1	2337
LRRC7-AS1	948
AL162591.1	317
AC004543.1	369
AL450309.1	656
LINC02570	799
RPL21P112	463
AC239367.3	814
AL078604.2	2002
NFIA-AS2	6214
RPL31P3	332
RPL31P14	371
CLIC4P3	752
AL590729.1	573
AL353093.1	436
LINC02702	1104
AL450998.2	1533
IDI1P1	652
LINC01238	2854
KCNQ1DN	1093
PRKCQ-AS1	5834
LINC00649	14336
AL583854.1	613
MTATP6P20	562
LINC00844	7164
AL357079.1	2224
PPIL1P1	499
RPL7AP73	353
RPS13P5	267
AL445218.1	879
AC245884.4	472
TRIAP1P1	225
CT47A5	1298
RPL36AP10	322
AC118282.1	765
PRXL2CP1	658
RAD52P1	1148
AC007322.3	701
TMEM161BP1	1457
AL445523.1	1362
TUBG1P	1358
MTCO1P12	1543
AC000111.2	193
FLG-AS1	14980
RFX5-AS1	618
EIF4HP2	563
KCNMB2-AS1	4745
DNAJB12P1	793
LINC02773	1388
AP006193.1	485
PTENP1	3996
CELF2-AS2	4855
AL606970.4	455
OR2I1P	5365
LINC01679	2798
CNTN4-AS1	2078
RPL35P1	370
LINC01808	3059
AL365318.1	705
AC003659.1	465
RCC2P2	918
ACTG1P19	1116
PSME2P1	720
SNRPCP1	458
NPAP1P6	3857
RPL10P4	308
AC009227.2	511
AL391832.2	3681
AC024619.1	556
COX6CP10	224
AL627309.1	3726
AL161908.2	394
AC114752.1	551
AC109583.2	268
AC104837.2	424
AC093110.1	1236
AL360169.1	143
HTR3E-AS1	515
ARMC4P1	853
LMX1A-AS1	785
DDX39BP2	258
ZDHHC4P1	1035
AC117434.1	836
RALBP1P2	760
AC090505.2	464
S100A11P5	293
AL109807.1	569
AC138035.1	1838
OOSP1P1	274
ATP6V0E1P3	246
AC244197.2	655
SALL4P2	2910
TMEM230P2	259
LINC02257	998
AC024559.1	566
AC009133.1	4039
MTND5P22	195
MTND1P30	901
ART2P	822
Z92846.1	268
ISCUP1	448
AL691515.2	1202
Z98742.3	326
ZEB2-AS1	3138
AL355574.1	839
HSPE1P21	308
AL356273.2	973
SPATA3-AS1	3865
LINC01685	3673
LRRC57P1	684
AC005002.1	269
XKRYP1	492
RPLP0P7	667
CDC26P1	258
RBMY2HP	720
TSPY9P	945
RPSAP32	526
MRPL48P1	636
NMNAT1P3	888
LINC01352	962
AL356121.1	156
AC099063.2	662
NUDCP2	713
LRRC37A2	6756
AL031284.1	478
AL590682.1	344
PPP1R26P1	3613
FMO8P	1600
OFD1P7Y	1155
AC006195.1	923
CEACAMP6	574
AC245036.4	319
LINC02037	2667
ABCA17P	6574
LINC01625	7128
AL080248.1	2268
RPL9P7	580
GOLGA2P5	10957
LINC02806	1918
AL139135.2	433
RNF14P3	1393
AL353572.2	748
RPS13P4	457
LINC01410	4123
RAD21P1	1873
AP000844.2	509
SLC25A24P2	510
LINC01589	548
LINC00426	4873
AL359258.1	2481
MID1IP1-AS1	376
AC114501.3	164
SLC9A3P2	2021
AL121904.1	1352
LINC02854	771
CASC4P1	1312
MAP3K20-AS1	3049
USP9YP10	628
ARPC3P2	533
AC027124.2	105
AL590559.1	374
AC104170.1	678
BRWD1-AS1	691
BX284668.4	2130
AL161631.1	486
TUBAP8	1192
AC104978.1	391
AC008753.1	284
MLLT10P1	262
OR7E140P	1026
Z99755.1	380
USP9YP4	1745
AL445465.2	461
AL391422.3	629
LINC02863	999
OR7E117P	1112
AC009237.11	265
TNFRSF14-AS1	6137
AC007560.1	237
AC022748.1	392
IFITM3P5	395
LINC01053	1759
AC068196.1	833
RPS2P35	897
RPL39P6	150
AL390061.1	293
AC078993.1	1523
RPL21P34	485
AHCYP2	1300
RPS27P5	244
CD81-AS1	1542
AL353680.1	337
AL603839.2	546
SPRING1P2	603
ENOX1-AS2	609
HMGB1P15	435
CLUHP1	1190
BX284656.2	498
HADHBP1	1415
PHACTR3-AS1	2248
AL021153.1	308
PAXBP1-AS1	10289
LRIG2-DT	2467
UBE2V2P3	437
MGAT2P2	797
AC114752.2	404
MPC1L	571
AC009312.1	4182
ETDA	651
POLR2LP1	187
LINC02096	3319
TARDBPP2	1231
AL513185.3	1300
LINC01877	10775
AP000275.1	390
AL139095.4	500
MKRN4P	1521
AL121878.1	859
AC104462.2	271
CRIP1P2	228
TMEM250	3408
OR7E7P	1012
LINC00391	3037
AL512288.2	367
AL356364.1	182
TSPY11P	1045
MTCYBP14	715
CCR12P	4544
LINC02778	1259
OR2W3	945
GABARAPL3	354
MYO5BP2	1277
AC069549.1	499
RDXP3	1545
HMGN2P17	743
