gene_name	length
Gm14656	502
Gm12369	942
Gm8617	2222
Rpl27-ps2	399
Gm14835	315
Mup-ps10	556
Gm14877	478
Gm14563	354
Gm13163	336
Gm16005	272
Gm11307	929
Gm11407	1058
Gm12230	454
Gm12252	219
Gm15994	402
Gm12428	727
Gm12403	959
Gm13670	461
Gm2768	250
Gm4784	1824
Gm13641	473
Gm5166	573
Gm14719	340
Rpl5-ps1	894
Gm12444	877
Gm13034	3177
Gm14231	592
Gm8577	986
Gm14504	1497
Gm15763	403
Gm12871	438
Gm4910	366
Gm15636	668
Gm7722	741
Gm7058	902
Gm12998	789
Gm15379	648
Gm14382	437
Defa27	378
Gm15826	1384
Gm12102	604
Gm15009	322
Gm14314	1015
Olfr271-ps1	952
Gm1401	772
Gm13602	493
Gm12943	210
Gm14865	494
Gm15079	216
Gm13728	400
Gm715	831
Olfr1144-ps1	328
Gm8344	856
Nap1l2	2465
Gm6506	1132
Gm16221	393
Gm13326	1011
Gm11355	306
Olfr1172-ps1	192
Gm12383	760
Gm14234	845
Gm14380	431
Gng5-ps	205
Gm12443	323
Gm3810	476
Gm8503	455
Gm6292	1095
Gm13047	815
Gm16074	444
Gm13161	559
Gm12997	640
Gm12181	531
Gm13438	573
Gm11204	147
Gm14639	866
Gm11922	475
Gm11822	415
Gm12287	707
Gm15289	244
Gm13808	184
Gm7429	348
Gm14999	624
Gm14730	1045
Gm11188	388
Gm12799	2560
Gm15547	333
Gm12303	673
Gm12467	745
Vmn1r-ps120	377
Gm14676	858
Gm14375	855
Gm12217	696
Gm11675	832
Gm14026	1789
Gm14854	841
Gm13885	187
Gm15807	1128
Gm13471	433
Gm12870	1016
Gm5847	1595
Gm4886	1176
Gm14472	282
H3f3a-ps1	410
Gm14069	229
Pisd-ps1	1877
Gm15333	364
Gm14755	384
Gm15596	784
Gm5762	258
Gm12250	1274
Gm12072	715
Gm12133	661
Gm11450	333
Rhox3d-ps	825
Gm14032	1026
Gm12385	795
Gm13633	898
Gm11198	974
Gm2420	2310
Gm11358	373
Gm13418	944
Gm15770	584
Gm12123	472
Gm12904	1399
Gm14791	1166
Gm11996	915
Gm11701	1142
Gm13296	997
Gm16523	4750
Vmn1r221	5953
Gm14933	481
Gm14162	601
Actr3-ps	2347
Gm11877	852
Gm14253	639
Gm9164	1014
Gm15314	1887
Gm14615	1816
Gm12642	876
Gm14366	730
Gm13801	160
Gm13921	463
Gm14287	117
Ldha-ps	995
Gm13384	1344
Gm11984	766
Gm13244	1446
Gm8401	1739
Gm14723	215
Gm12327	1168
Gm14028	479
Gm11321	902
Gm14143	357
Gm5395	915
Gm14404	1660
4930415H17Rik	123
Gm13622	433
Gm6952	159
Gm15036	400
Gm12807	962
Gm14008	274
Gm11260	942
Gm13228	634
Vmn1r-ps1	573
Gm378	820
Gm15565	427
Gm13542	637
Gm14990	445
Mif-ps11	347
Gm8814	535
Btc	4520
Gm5187	991
Mup-ps18	531
Gm11955	470
Btf3-ps11	758
Gm12363	668
Gm11225	1049
Gm14208	678
Gm12313	421
Gm3712	2071
Gm4772	843
Gm13754	998
Gm12741	556
Gm14141	783
Gm14442	1736
Gm14415	1578
Olfr408-ps1	941
Gm13884	829
Gm12218	399
Gm12928	573
Gm14970	355
Gm9670	540
Gm12692	546
Mkrn1-ps1	1390
Gm12136	1209
Gm14938	943
Gm15028	370
Gm4596	442
Gm15480	519
Zfp389	1234
Gm14803	361
Gm11927	759
Gm14036	480
Gm16017	208
Gm15621	364
Gm14916	204
Gm14799	429
Gm16021	219
Gm5401	365
Gm13045	712
Gm13545	482
Gm12011	618
Gm12016	681
Fau-ps1	252
Gm13401	291
Gm21093	1474
Gm12486	541
Gm11414	263
Gm13740	310
Gm13126	3063
Gm11425	498
Gm6517	511
Gm15004	630
Gm6973	721
Gm15148	156
Gm13292	1000
Gm14610	966
Olfr1327-ps1	835
Gm13742	457
Gm13171	391
Prdx2-ps1	597
Gm11231	1706
Gm9025	1575
Gm13813	787
Gm11688	308
Gm15136	533
Gm4914	459
Gm12686	397
Gm12604	380
Gm14709	304
Gm13863	602
Gm15364	585
Gm11676	490
Gm15244	130
Mageb7-ps	1041
Gm11894	328
Gm11502	1211
Gm12183	1848
Gm13665	528
Gm11598	357
Gm13776	1261
Gm9430	1527
Gm11988	1069
Gm13685	141
Gm8844	2614
Gm15147	483
Gm15765	910
Rab9b-ps1	606
Rps6-ps3	750
Gm6743	1066
Gm12980	336
Gm13501	979
Kif22-ps	1984
Gm8213	441
Gm7206	508
Gm12242	738
Gm11619	237
Gm4746	2406
Gm11687	886
Rps12-ps19	400
H2ab2	348
Gm13486	282
Gm16177	718
Gm15693	637
Gm11919	721
Gm11628	171
1700119I11Rik	405
Gm14356	869
Gm11880	399
Gm5909	1281
Gm14871	194
Gm13687	282
Gm12570	1030
Gm6798	360
Gm40	660
Gm12937	448
Gm13615	1612
Gm15195	263
Gm11835	663
Gm12636	624
Gm12229	468
Gm15003	446
Gm14816	294
Gm9378	471
Rpl15-ps4	606
Gm11793	981
Gm4915	1569
Gm13937	988
Gm15374	844
Gm11452	690
Gm12902	322
Gm13342	207
Gm5757	528
Vamp7-ps	655
Gm13349	411
Gm12667	1332
Gm6272	171
Gm14067	314
Gm8200	222
Gm15182	1676
Gm11199	507
Gm12168	368
Gm11556	288
Rpl31-ps6	378
Gm11253	201
Gm13712	2295
Gm7860	879
Gm13456	1365
Gm14981	943
Gm14704	874
Gm15207	442
Vmn1r-ps112	544
Gm9095	881
Gm13311	379
Gm14336	475
Gm11667	486
Gm12196	262
Gm14898	645
Olfr1073-ps1	381
Gm12377	252
Gm14813	395
Gm12344	329
Gm15065	273
Gm11850	479
Gm11404	494
Gm15806	955
Gm11406	484
Gm5387	857
Snrp1c-ps2	365
Gm15157	702
Gm15580	556
Gm11726	424
Gm15026	458
Gm15586	528
Gm5255	642
Gm11485	1175
Gm14896	1351
Gm12634	992
Gm15711	535
Gm8737	642
Gm11903	727
Olfr1268-ps1	2501
Eef2-ps2	1345
Gm12058	437
Olfr1003-ps1	717
Gm13527	691
Gm11979	743
Gm13182	312
Gm13761	807
Olfr336-ps1	940
Gm8569	647
Gm15387	648
Sult2a-ps1	341
Gm12129	1147
Gm15443	820
Gm12433	255
Gm14943	546
Gm11558	459
Gm12950	417
Gm11331	288
Gm15074	936
Gm14793	311
Gm14227	629
Gm12645	275
Gm15212	466
Gm13141	456
Gm9673	781
Gm12700	457
Gm15021	742
Gm8482	471
Gm16148	893
Gm14638	216
Gm12045	573
Gm7670	641
Gm15464	431
Gm13829	138
Gm7746	503
4930503H13Rik	725
Gm12518	779
Gm12149	654
Gm13239	637
Gm6025	201
Smt3h2-ps	285
Gm14852	647
Gm16219	274
Gm8244	264
Rpl7a-ps13	563
Gm12632	495
Gm15493	528
Gm12535	484
Gm15204	2281
Rps13-ps5	456
Gm12566	359
Pwwp4-ps	2403
Gm14834	795
Gm13365	973
Gm15779	412
Gm12900	573
Gm14750	516
Gm14923	155
Gm11248	201
Gm12815	135
Gm2012	1131
Rpl30-ps5	361
Mup-ps19	519
Gm15481	539
Gm12732	180
Gm14056	642
Gm11366	429
Gm12754	454
Gm15358	520
Gm14001	247
Gm14725	828
Gm15897	1486
Gm7857	358
Vmn1r-ps125	290
Gm14736	336
Fau-ps2	371
Gm14612	881
Gm11590	1455
Gm15516	193
Trav13-3	336
Gm8761	955
Gm11470	1475
Gm13677	595
Gm11348	318
Gm5393	272
Gm14050	346
Gm14006	981
Gm11876	269
Gm11857	324
Gm11914	507
Gm6382	942
Gm11843	425
Gm15371	784
Gm12818	1349
Gm13469	350
Gm14885	496
Cyp2j7-ps1	173
Gm15349	204
Gm12697	667
Gm12774	416
Gm12961	1050
Gm11474	277
Gm12124	679
Gm14156	483
Gm14972	364
Dynlt1-ps1	342
H2af-ps1	295
Gm15190	276
Gm15040	1241
Gm15316	421
Gm12736	236
Gm13792	423
Gm14460	639
Gm11907	1007
Gm12515	361
Gm15616	375
Gm11663	290
Gm6881	833
Gm15172	1046
Gm12362	342
Defa-ps14	418
Gm12987	489
Olfr990-ps1	904
Gm14721	525
Gm15120	301
Gm11633	444
Rpl31-ps5	375
Gm13087	256
Gm14928	477
Gm12489	148
Gm12087	258
Gm11393	288
Gm14564	294
Gm14416	2308
Gm12451	633
Gm11424	829
Gm13260	1264
Supt20-ps	1560
Gm14845	306
Gm11363	548
Rpl23a-ps6	468
Gm15153	274
Rhox11-ps1	387
Gm16394	675
Gm5381	1250
Gm12026	1024
Gm15422	541
Olfr602-ps1	1169
Gm14127	678
Gm9703	346
Gm12988	478
Gm15625	1093
Gm15181	177
Rps12-ps1	401
Rpl9-ps2	577
Gm12156	554
Gm6620	715
Gm14899	548
Olfr1021-ps1	1042
Gm8692	438
Gm6923	406
Gm13024	718
Gm14826	901
Gm15546	826
Gm12366	873
Tra2b-ps	168
Gm14411	914
1700064H15Rik	394
Gm11622	691
Gm12727	359
Gm15793	495
Gm14722	689
Gm12803	821
Gm381	2037
Gm15058	458
Gm8805	313
Itpa-ps3	395
Gm7061	1416
Gm15861	339
Gm15191	1000
Gm13162	454
Rps11-ps5	472
Rps19-ps14	269
Gm5319	873
Gm9126	416
Gm15957	974
Vmn1r-ps100	867
Gm14489	901
Gm13396	271
Gm13284	547
Gm12155	160
Gm4875	786
Gm12176	875
Btf3-ps4	448
Gm6806	1006
Gm13193	225
Gm13385	220
Gm12015	843
Gm11561	417
Gm14554	661
Gm13560	329
Gm15465	358
Rpl17-ps1	552
Rpl13-ps1	668
Gm14782	195
Gm14150	1354
Gm8682	498
Gm14860	429
Gm12956	414
Gm5678	939
Gm11953	1003
Gm16428	723
Gm12175	345
Trav4d-2	335
Gm13803	489
Gm12880	494
Gm14731	376
Gm15828	522
Gm14716	718
Gm15741	754
Mif-ps3	345
Gm5397	1453
Gm16106	294
Gm15780	935
Gm12591	1177
Gm14786	944
Gm12982	190
Gm13118	549
Gm13612	390
Gm15373	214
Gm14519	312
Gm14588	172
Gm16421	1557
Gm12994	447
Gm14748	411
4930448K20Rik	1671
Gm13537	267
Gm13879	242
Gm13484	412
Gm5759	811
Gm16066	1086
Gm14053	470
Gm14299	397
Btf3-ps8	447
Gm12021	1746
Gm7134	2406
Gm14537	599
Gm15106	821
Gm12293	590
Gm11746	821
Defa-ps9	276
Gm13204	821
Gm11362	850
Gm13806	325
Gm14674	342
Gm13358	569
Gm14745	1096
Gm15730	415
Mup-ps5	99
Vmn1r-ps93	432
Gm12165	342
Gm13263	838
Gm15773	1448
Gm15367	1016
Rpl15-ps1	564
Gm12598	830
Gm11889	1079
Gm13009	267
Gm12583	853
Gm13525	478
Olfr1186	1891
Gm13339	510
Gm5386	2450
Gm14607	491
Gm12934	343
Cyp4a29-ps1	171
Gm15014	258
Gm12881	203
Olfr1027-ps1	875
Gm11383	807
Gm6480	1886
Rpsa-ps9	885
Gm5844	2191
Gm11982	314
Gm12041	602
Gm12379	391
Gm11557	1008
Rps8-ps5	627
Ccl19-ps1	327
Gm14083	620
Gm7823	1623
Smt3h1-ps	280
Gm14832	322
Gm13736	253
Gm14758	138
Gm14119	235
Gm8770	1109
Gm14739	802
Gm15240	720
Gm11440	527
Defa-ps16	171
Gm12641	985
Gm13864	785
Gm6939	864
Gm11462	562
Gm13135	3121
Gm8172	750
Gm5863	1008
Gm12785	172
Gm6067	491
Gm13462	961
Gm13586	464
Cyp2j8	1512
Gm14811	117
Gm13887	344
Gm7658	1124
Gm16166	787
Gm15095	1430
Gm2810	990
Gm14881	372
Gm14103	366
Gm12850	436
Gm13355	317
Gm11540	780
Gm12587	427
Gm11920	563
Btf3-ps10	437
Gm13359	695
Gm12507	415
Gm13217	953
Gm15504	265
Gm8036	1718
Naip3	4208
Gm15303	2624
Gm12731	268
Gm6884	615
Gm15131	595
Gm10601	1422
Gm12465	300
Rpl13-ps5	630
Gm6754	913
Gm14614	384
Gm16082	377
Gm14581	198
Gm12630	784
Gm15214	470
Gm13517	1495
Gm13672	459
Gm15129	279
Gm14363	409
Gm15056	558
Gm11911	1023
Rpsa-ps11	889
Olfr1274	3395
Polr2k-ps	175
Olfr1149-ps1	691
Gm12318	273
Gm14042	833
Gm11389	430
Rps13-ps6	428
Gm5903	2325
Gm13557	382
Gm14052	1031
Rps10-ps3	500
Gm11566	203
Gm11848	973
Gm15126	833
Gm6238	465
Gm13975	782
Gm11221	597
Gm15678	960
Gm13250	753
Gm13413	602
Gm12392	938
Gm15715	283
Gm13623	625
Gm12053	252
Gm1335	386
Gm14687	363
Gm12816	1212
Fam220a	4468
Gm12978	522
Gm11764	623
Gm16518	508
Gm12618	483
Gm12163	389
Gm13555	319
Gm6222	629
Gm15331	385
Rps15a-ps6	393
Gm11804	468
Gm14982	442
Gm11829	282
Gm6373	360
Gm13140	3151
Gm13720	196
Gm14561	798
Gm14910	1805
Gm8087	567
Gm9083	819
Olfr334-ps1	892
Gm15959	368
Gm14900	733
Gm13233	1443
Gm11606	617
Gmfg-ps	427
Gm11388	159
Gm13433	240
Gm12416	1008
Gm16100	231
Gm14699	228
Gm14082	801
Gm14822	291
Gm11242	2457
Gm12285	233
Gm15001	795
Gm12986	967
Gm14140	995
Gm13356	335
Gm14795	471
Olfr268-ps1	945
Gm14533	93
Gm12191	348
Gm14980	736
Gm14882	218
Gm7785	892
Gm13195	261
Gm12748	504
Gm14751	222
Gm11800	579
Gm16431	431
Gm13350	479
Gm13668	1001
Gm11845	327
Gm14670	337
Gm11980	986
Gm11408	519
Gm14126	395
Gm13172	256
Amy2b	1577
Gm11484	338
Gm13223	747
Gm15382	537
Gm14667	1350
Gm12765	615
Gm15531	252
Gm11249	859
Gm14153	1139
Gm4760	1030
Gm11736	505
Gm12438	336
Gm15385	743
Gm4908	1005
Gm11356	192
Gm14494	435
Gm14578	391
Gm4732	473
Gm6044	499
Gm13430	288
Gm6429	475
Gm12917	639
Gm12393	848
Gm15309	240
Gm5303	1252
Gm12876	408
Gm14073	381
Gm14421	1958
Gm14620	383
Rpl10-ps4	286
Gm14790	1293
Gm13386	124
Gm13410	1415
Gm15171	334
Gm11609	793
Gm14724	537
Gm15854	808
Gm6341	411
Gm15578	475
Fthl17-ps2	528
Vmn1r-ps126	926
Gm14109	309
Gm15189	1966
Gm12723	451
Gm12210	153
Gm14560	375
Gm11504	173
Gm15170	2023
Gm11792	168
Cyp4a29	1530
Gm12418	942
Gm5073	820
Gm15752	394
Gm12288	1282
Gm13424	354
Gm14334	693
Gm12579	783
Olfr1103-ps1	937
Gm11380	560
Gm11852	222
Gm4913	1290
Apc-ps1	470
Gm12459	356
Gm11892	1202
Gm11866	335
Gm12201	1234
Gm13511	363
Gm14655	578
Gm12180	661
Gm15967	1116
Gm11427	2958
Gm4917	650
Gm11429	144
Gm11344	335
Gm8648	221
Vmn1r-ps97	603
Gm14201	289
Gm6580	1357
Gm14405	2330
Gm12321	804
Gm13409	546
Gm13064	557
Gm7190	1452
Gm12206	601
D11Bhm181e	282
Gm7820	1052
Gm12187	1375
Gm12693	483
Gm15007	710
Gm13903	193
Gm13828	363
Gm15575	1581
Olfr1146-ps1	943
Gm11805	600
Olfr404-ps1	972
Cyp4a30-ps	1020
Gm15571	637
4930595D18Rik	818
Gm13567	247
Gm15272	233
Gm13581	278
Gm9432	759
Gm15066	2608
Gm12080	1883
Gm12388	1887
Gm11421	294
Gm13788	601
Gm7821	788
Gm11338	1160
Gm14780	2737
Gm11522	176
Gm11969	356
Gm14869	884
Gm13737	232
Gm12274	385
Gm14875	319
Gm11912	264
Rbmx2-ps	930
Hbb-bh3	266
Gm16425	3130
Gm11410	1143
Gm12919	1594
Gm14528	231
Gm12427	302
Gm15016	720
Csnk2a1-ps4	1180
Gm15215	489
Gm7831	547
Gm11546	354
Gm11779	368
Gm11862	659
Gm14158	308
Gm15096	878
Gm11796	972
Gm13406	256
Gm12262	305
Gm13246	315
Gm7222	906
Btf3-ps13	455
Hspe1-ps4	286
Mup-ps1	544
Gm13453	357
Gm13259	456
Gm15659	341
Gm14668	1724
Gm15180	492
Gm11185	1007
Gm11839	1953
Gm6574	362
Gm14623	603
Gm5403	2795
Gm15300	279
Gm13210	273
Gm7108	3407
Gm15116	663
Gm12738	536
Kars-ps1	1767
Gm15568	1213
Gm5939	2874
Gm13460	353
Gm7816	1194
Gm14470	466
Gm14874	438
Gm11461	387
Olfr1127-ps1	892
Gm11511	540
Gm13254	654
Gm13498	2166
Gm12384	919
Gm12550	329
Zcchc9-ps	786
Gm4993	1174
Gm13551	430
Gm15376	783
Gm14589	727
Pex13-ps	1157
Gm11838	231
Gm13332	1398
Ctsf	5041
Gm15361	444
Gm13688	608
Gm15815	255
Idi1-ps1	684
Csnk2a1-ps2	1175
Gm8812	412
Gm15030	484
Gm13679	484
Gm12010	2017
Mup-ps28	289
Gm14957	817
Gm12638	298
Vmn1r-ps114	1040
Gm12085	940
Gm12332	922
Gm12309	182
Gm12110	579
Mup-ps15	539
Gm13315	991
Gm13868	294
AA414768	1257
Gm15926	550
Gm5760	1002
Gm5643	966
Olfr1374-ps1	936
Gm11742	233
Gm11871	1061
Gm15185	746
Gm14402	508
Gm15192	293
Gm11284	1887
Gm13935	798
Gm14931	253
Gm14997	636
Gm14121	1380
Rpl38-ps1	215
Vcp-rs	2406
Gm11826	438
Gm14220	449
Gm11859	455
Gm12400	1003
Gm7599	796
Magea7-ps	960
Gm13579	517
Gm13397	878
Olfr1332-ps1	960
Gm11539	557
Gm12475	1389
Gm11693	565
Gm13156	321
Gm14238	323
Gm14237	430
Gm14666	843
Gm7363	399
Gm6491	990
Gm8260	353
Gm13913	260
Vmn1r-ps99	766
Gm9060	805
Gm15783	633
Gm14907	854
Gm12540	319
Gm11581	763
Gm11708	832
Olfr1004-ps1	580
Gm12656	577
Olfr360	1816
Gm8606	888
Gm12237	470
Llph-ps2	393
Gm12895	226
Gm14887	663
Gm8806	1407
Gm13214	408
Gm15332	357
Gm11422	1103
Gm11235	333
Gm13392	150
Gm11449	476
Gm15057	534
Gm11882	506
Gm12653	561
Gm13196	379
Gm4919	604
Ndufb4c	390
Scgb2b22-ps	340
Gm6433	875
Olfr595-ps1	954
Gm12813	902
Gm11411	719
Gm15426	556
Gm11860	1010
Gm11550	699
Gm13681	210
Gm13121	632
Gm14148	1008
Gm6335	1194
Gm15194	434
Gm11703	483
Gm11203	741
Gm15542	1194
Gm5466	1890
Gm13458	367
Gm15033	673
Gm13506	1083
Gm14394	295
Gm13041	1524
Gm13019	276
Gm15725	1090
Gm8410	605
Gm13176	477
Gm11340	412
Gm14300	946
Rpl30-ps10	347
Gm12268	442
Vmn1r-ps110	1094
Gm14840	594
Gm15378	207
Olfr269-ps1	302
Olfr1035-ps1	1188
Gm14485	493
Gm15665	847
Gm14776	887
Gm15604	1456
Gm13221	430
Rpl35a-ps4	333
Gm13992	156
Gm12007	597
Gm14591	518
Gm15198	177
Gm13006	214
Gm13437	1981
Gm14878	293
Gm12760	482
Gm15824	955
Gm11471	198
Gm15187	264
Gm5402	1618
Gm14491	199
Rpl7a-ps12	794
Gm15329	155
Gm15519	1566
Gm14768	678
Gm15038	296
Gm12826	379
Gm11904	248
Gm8749	331
Gm13487	864
Gm14619	168
Gm11445	532
Gm14905	639
Gm13338	361
Gm13226	404
Gm15037	259
Gm13108	1455
Cyp4b1-ps2	333
Gm5510	486
Gm12182	1008
Gm12935	246
Gm12501	529
Gm4909	794
Gm11652	1267
Gm15225	1017
Gm15840	943
Gm9431	1051
Gm14281	1294
Nsa2-ps2	773
Gm12118	532
Gm13491	235
Gm13207	773
Gm15267	464
Gm9440	539
Gm5555	1111
Gm15375	849
Rps8-ps2	624
Gm14706	255
Gm14044	447
Gm14574	279
Gm12308	389
Gm14521	350
Gm13888	422
Gm8534	766
Gm11784	474
Gm14940	495
Gm12423	135
Gm14515	216
Gm15044	598
Gm12873	422
Gm13877	417
Gm11263	749
Gm14172	644
Gm14609	902
Gm15470	1371
Gm12255	284
Gm14861	455
Gm13407	360
Gm7541	535
Gm12842	476
Gm6027	756
Defa-ps4	183
Gm13478	413
Gm12749	1159
Olfr647-ps1	960
Gm11881	572
Gm14577	256
Gm15196	482
Gm14998	495
Gm9429	868
Gm13674	823
Gm6418	3577
Gm15321	288
Mup-ps21	448
Gm12001	913
Gm13432	241
Gm13867	395
Gm13450	167
H2-M6-ps	1034
Gm14381	414
Gm15808	604
Gm14942	336
Gm16016	550
Gm12466	620
Gm12585	290
Olfr1379-ps1	1001
Gm14663	1153
Oat-rs1	1311
Gm13320	141
Tpt1-ps1	436
Gm13321	400
Gm11514	432
Gm11227	471
Gm13729	406
Gm14516	252
Gm11989	672
Gm6645	2726
Gm12035	623
Gm9043	314
Gm6877	1101
Gm12896	226
Gm14939	680
Gm5942	439
Gm13234	747
Gm13340	1545
Gm11929	945
Gm11941	610
Gm14711	217
Gm11451	630
Gm12770	462
Gm13666	799
Gm14671	262
Gm11849	261
Gm7312	469
Gm15709	213
Gm16411	1100
Gm12432	186
Gm15538	313
Rpsa-ps3	876
Gm14186	137
Gm15393	219
Gm15394	1308
Gm15885	388
Gm8688	969
Gm14741	1009
Gm8051	466
Gm13916	628
Gm13614	503
Gm13722	3066
Gm9200	1354
Rpl21-ps15	483
Gm14805	340
Gm14579	283
Gm12821	600
Gm12028	436
Gm14911	989
Gm14810	486
Gm14893	282
Gm15916	736
Gm12640	310
Gm14863	307
Gm16007	286
Oaz2-ps	537
Gm8832	395
Pou2f3-rs1	1046
Gm12795	539
Gm12878	332
H2ab3	348
Gm5390	1230
Gm11771	732
Gm14414	573
Gm15529	994
Gm14586	408
Gm15570	625
Gm7224	2066
Gm12469	207
Gm15188	704
Gm4459	468
Gm12502	444
Gm2030	1129
Gm11262	833
Gm15602	465
Gm13366	970
Gm11786	155
Gm13312	718
Gm11480	659
Gm15175	132
Gm14754	726
Gm8876	1122
Gm9225	836
Gm13148	745
Gm13876	261
Gm12787	396
Gm14086	173
Gm6088	2539
Gm14229	850
Rasl2-9	1013
Gm13357	537
Gm11524	807
Gm11384	303
Gm11875	799
Gm12099	750
Gm12245	357
Gm15798	408
Gm11258	1218
Gm11853	1384
Gm11473	359
Gm12152	684
Gm14903	537
Gm11433	228
Gm14575	560
Gm12358	520
Gm11334	156
Gm5648	1587
Mif-ps4	348
Gm6829	360
Gm14304	446
Kpna2-ps	1569
Vmn1r-ps111	997
Zfp133-ps	3113
Gm11367	120
Gm11699	401
Gm12989	731
Gm12892	1146
Gm9119	495
Gm6640	1587
Pcna-ps1	738
Pou5f1-rs8	1064
Gm14034	551
Gm12412	328
Gm13504	316
Gm15154	366
Gm13743	724
Gm14094	610
Gm14465	567
Gm9575	1339
Gm11971	288
Rnf138rt1	1191
Gm13914	991
Gm12687	706
Gm14932	453
Gm2986	382
Gm4912	1044
Gm14428	822
Gm13153	637
Gm8624	669
Olfr1118	4976
Gm13592	1010
Gm13123	492
Gm14688	303
Gm15078	782
Gm3931	455
Gm5883	495
Fthl17-ps1	516
Gm14202	311
Gm13436	567
Gm13865	865
Ccnb2-ps	2296
Gm15161	387
Gm12901	532
Gm7700	970
Adgrd2-ps	3465
Rpl23a-ps14	424
Gm11865	859
Gm13854	1679
Sh3d2c-ps1	904
Gm16202	544
Gm14197	1049
Gm13035	342
Gm16209	627
Gm12495	447
Gm6039	1250
Prdx6-ps2	694
Gm14592	560
Gm11456	256
Gm15297	290
Vmn1r-ps3	917
Gm12421	307
Gm14824	737
Gm13543	796
Gm14727	525
Gm11662	1193
Gm13100	1439
Gm14108	494
Gm14534	357
Gm12014	1620
Gm12814	846
Gm7803	1015
Gm14559	496
Rps15a-ps4	502
Gm14524	683
Pgam1-ps1	749
Gm9050	448
Gm11516	1582
Gm15335	411
Gm11405	1556
Gm15362	388
Gm11689	302
Gm15988	367
Gm15566	590
Gm13394	1000
Gm7180	513
Gm14837	206
Gm13473	367
Gm13361	1431
Gm15094	1131
Gm14775	310
Gm12728	539
Gm14842	269
Gm11660	412
Gm12739	382
Gm14729	689
Gm11888	810
Rps18-ps2	398
Gm11644	150
Gm6092	2029
Gm12721	268
Rpl12-ps2	321
Gm14274	615
Gm16123	1517
Gm15670	447
Gm13369	987
Gm14584	637
Cyp2j7-ps2	179
Gm12455	416
Gm13676	591
Gm14848	467
Gm12131	359
Gm13466	999
Gm3828	257
Gm15110	881
Gm14713	686
Gm13071	376
Gm5054	453
Gm15502	208
Gm5133	1255
Gm13435	1023
Gm13033	1057
Gm14400	2135
Gm14908	1286
Gm11977	1461
Ndufs6b	348
Gm14631	594
Hmgb1-ps5	557
Amd-ps1	994
Olfr1376-ps1	955
Gm13039	794
Gm15712	1156
Gm15006	1122
Gm2199	874
Gm8839	1645
Gm14248	544
Gm13771	238
Gm13841	483
Gm12577	574
Gm11898	385
Ldha-ps2	1057
Gm14427	635
Gm11957	779
Gm14765	326
Gm1947	910
Gm12485	291
Gm7071	462
Ube2d-ps	3102
Gm14571	570
Gm13797	120
Xlr3d-ps	658
Gm7309	581
Gm13477	2687
Gm12365	568
Gm13007	365
Gm15696	445
Dnajc19-ps	351
Olfr1175	5552
Gm13886	1183
Gm12584	1105
Gm14979	1035
Gm12003	1105
Gm13313	1084
Gm9599	481
Gm13341	672
Gm13719	2111
Gm13472	314
Gm12893	275
Gm12477	571
Gm12442	338
Gm11761	445
Gm16479	932
Gm11928	437
Vmn1r-ps92	517
Gm7494	441
Gm13831	302
Gm11439	409
Gm14740	1150
Gm12034	399
Gm14038	807
Hspe1-ps6	283
Gm11369	318
Gm15388	726
Gm13213	474
Olfr409-ps1	971
Gm11930	190
Gm12441	588
E530001F21Rik	730
Gm15703	880
Gm1848	789
Gm13347	1353
Gm11489	499
Gm12074	219
Scgb2b23-ps	574
Gm14843	212
Gm7340	2752
Gm12346	2255
Gm13294	1330
Gm12885	328
Tent2-ps1	1402
Gm5405	609
Gm12805	1048
Gm15355	285
Gm15186	563
Plk-ps1	1787
Gm6447	835
Gm15842	618
Gm13604	482
Gm4342	367
Gm5391	613
Gm14219	288
Rps18-ps1	459
Gm13932	610
Gm15476	1191
Gm12093	1405
Gm14352	449
Tpi-rs8	708
Gm14987	676
Gm15750	616
Gm3835	403
Gm649	1054
Gm12304	385
Gm12012	1066
Gm14783	663
Gm14749	333
Gm4991	1552
Gm10600	1303
Gm13042	1955
Gm14518	542
Atp5k-ps3	189
Gm15515	822
Gm12368	434
Gm12294	490
Gm14829	1138
Cct3-ps1	1647
Gm12448	655
Gm14451	1542
Gm11298	1799
Gm12889	241
Scgb1b26-ps	291
Gm11483	247
Gm14733	133
Gm15242	283
Gm11359	567
Olfr122	2344
Gm7158	903
Gm12897	250
Gm14466	451
Gm13786	333
Gm14049	636
Gm12179	1272
Gm14785	539
Gm12361	1044
Gm12742	410
Gm12601	846
Gm4918	1084
Gm13725	207
Gm15707	996
Gm15203	455
Gm14122	973
Gm13482	254
Gm15115	264
Olfr1050-ps1	947
Gm15081	844
Gm5943	459
Gm14802	1885
Gm13459	646
Gm16053	188
Gm14215	221
Gm13664	345
Mageb8-ps	1033
Gm5060	599
Gm12527	564
Gm15363	631
Gm14650	889
Gm12375	921
Gm12468	404
Gm12213	353
Gm15311	282
Rps10-ps4	492
Gm12607	493
Gm12101	390
Gm11618	267
Gm11478	599
Gm14398	1073
Gm16465	1758
Gm12808	404
Gm11649	375
Gm12920	1186
Prdx2-ps2	594
Gm7790	1310
Gm14653	1533
Gm15113	836
Gm12047	944
Gm14245	1843
Gm9003	482
Rhox7-ps1	806
Gm13302	1849
Gm12969	1004
Gm11956	512
Gm14270	846
Gm7209	333
Gm14175	241
Rpl21-ps9	482
Gm11895	467
Gm8754	520
Wsb2-ps	1217
Gm5832	1582
Gm16459	686
Gm15937	1235
Gm6276	579
