gene_name	Day42vsDay0_log2FoldChange	Day42vsDay0_padj	ID
Rab18	0.0381983485777965	0.905622818581105	ENSMUSG00000073639
Rpl27-ps3	-0.0442422957854578	0.911860564706092	ENSMUSG00000073640
Wdfy1	-0.227695085313062	0.301308297824535	ENSMUSG00000073643
Gm10557	0.208744922308086	0.641143659873364	ENSMUSG00000073647
Catip	-0.0593807526975537	NA	ENSMUSG00000073650
Apol7d	0.0686362018303102	NA	ENSMUSG00000073652
Gm10558	-0.39452144935332	NA	ENSMUSG00000073656
Crygb	NA	NA	ENSMUSG00000073658
Nbeal1	0.3723339414102	0.0655108835595458	ENSMUSG00000073664
Hspe1	-0.314977943126674	0.213330545969022	ENSMUSG00000073676
Pgap1	-0.126765513911544	0.745008055206028	ENSMUSG00000073678
Mxra8os	-0.281064229722105	NA	ENSMUSG00000073679
Tmem88b	-0.0110056208952053	0.986058230879123	ENSMUSG00000073680
Gm10563	-0.6804164409017	0.115495357087953	ENSMUSG00000073682
Faap20	-0.0973300585478796	0.840307108311509	ENSMUSG00000073684
Gm10564	-0.3139468085147	NA	ENSMUSG00000073686
Gm833	-0.0400728355770089	NA	ENSMUSG00000073699
Klhl21	0.466188622907757	0.0209672560662899	ENSMUSG00000073700
Rpl31	-0.348676037390135	0.0514618905590002	ENSMUSG00000073702
Cenps	-0.803763217974812	0.0059835547116655	ENSMUSG00000073705
Gm13241	-0.172635092619985	0.731203874358247	ENSMUSG00000073716
Pramel15	NA	NA	ENSMUSG00000073721
4931408C20Rik	0.0261898153689919	NA	ENSMUSG00000073722
Gm13102	NA	NA	ENSMUSG00000073723
Pramel4	-0.139519962998726	NA	ENSMUSG00000073724
Lmbrd1	0.103400433837582	0.734263154300604	ENSMUSG00000073725
Tmem51os1	-0.112552815000662	0.871585749261992	ENSMUSG00000073728
Ppp1r14bl	-0.0400728355770089	NA	ENSMUSG00000073730
AI507597	-0.0404100043293226	NA	ENSMUSG00000073731
Cplane2	0.159004336134417	0.777183790474453	ENSMUSG00000073733
Defb18	NA	NA	ENSMUSG00000073735
Gm10566	-0.00632519469141515	NA	ENSMUSG00000073737
Gm16287	0.044362255769058	NA	ENSMUSG00000073739
Zpld2	-0.0400728355770089	NA	ENSMUSG00000073747
Gm10570	-0.132030080104011	NA	ENSMUSG00000073752
Gm10571	0.14689409091074	NA	ENSMUSG00000073753
5730409E04Rik	0.171572596217846	0.584413288177305	ENSMUSG00000073755
Sh3d21	0.673375058226254	0.0715292529248232	ENSMUSG00000073758
4933407E24Rik	-0.132520580882515	NA	ENSMUSG00000073759
4933427I04Rik	0.279993747114671	0.624811442641087	ENSMUSG00000073761
Gm12888	NA	NA	ENSMUSG00000073764
Gm12863	NA	NA	ENSMUSG00000073765
Olfr1330	0.133303724155952	0.80932362676922	ENSMUSG00000073768
Olfr1331	-0.0599660848238847	NA	ENSMUSG00000073769
Btbd19	0.511575883990929	0.135133792029036	ENSMUSG00000073771
Kncn	0.0119039609968326	NA	ENSMUSG00000073774
Kti12	-0.195317313922322	0.518586307123088	ENSMUSG00000073775
Faddos	0.545638651236899	NA	ENSMUSG00000073778
Lrp8os2	0.253799670023474	NA	ENSMUSG00000073779
Gm6471	0.0163169679881314	NA	ENSMUSG00000073781
Krtap5-5	NA	NA	ENSMUSG00000073785
Gm7579	NA	NA	ENSMUSG00000073786
Gm10575	-0.0397387334564721	0.954845853998133	ENSMUSG00000073787
Efcab7	0.464356734953442	0.213478103793281	ENSMUSG00000073791
Alg6	0.0822536252730546	0.792302880277122	ENSMUSG00000073792
I0C0044D17Rik	0.178477614993135	NA	ENSMUSG00000073794
Spef1l	0.12835594576491	NA	ENSMUSG00000073795
Gm12650	NA	NA	ENSMUSG00000073797
Cdkn2b	0.21306852394762	NA	ENSMUSG00000073802
Nps	-0.0174324380527002	NA	ENSMUSG00000073804
Insyn2a	0.13222030584856	0.789818817526186	ENSMUSG00000073805
Gm10581	-0.0400728355770089	NA	ENSMUSG00000073807
Gm10583	NA	NA	ENSMUSG00000073809
Ifna12	NA	NA	ENSMUSG00000073811
8030451A03Rik	0.260644223477876	0.585771601263756	ENSMUSG00000073821
Mup14	-0.0993314073059458	NA	ENSMUSG00000073830
Mup11	-0.0108273165953697	NA	ENSMUSG00000073834
Mup-ps12	NA	NA	ENSMUSG00000073835
Tufm	-0.272554856644765	0.267370415994374	ENSMUSG00000073838
Mup-ps2	NA	NA	ENSMUSG00000073840
Mup7	0.086117970487008	NA	ENSMUSG00000073842
Gm12542	0.322353024235415	NA	ENSMUSG00000073843
Gm21957	NA	NA	ENSMUSG00000073844
Gm12526	0.101265258958653	NA	ENSMUSG00000073846
Iqck	0.759661552684712	0.077026558215282	ENSMUSG00000073856
Gm829	NA	NA	ENSMUSG00000073860
Gm5600	0.126962256924936	NA	ENSMUSG00000073862
Gm13305	0.270718171502017	NA	ENSMUSG00000073876
Gm13306	0.188254457692934	NA	ENSMUSG00000073877
Gm13304	0.447160408290502	NA	ENSMUSG00000073878
Gm5859	0.663190231207152	NA	ENSMUSG00000073879
Ccl27a	0.277597407264025	NA	ENSMUSG00000073888
Il11ra1	0.581659763341054	0.06503039753183	ENSMUSG00000073889
Olfr472	0.0498856566341861	0.894299876887533	ENSMUSG00000073893
Rbmxl2	0.39422730976287	NA	ENSMUSG00000073894
Olfr716	-0.499156205546369	0.334121127562337	ENSMUSG00000073896
Olfr17	0.169331596221635	NA	ENSMUSG00000073897
Olfr713	0.248394899293835	NA	ENSMUSG00000073898
Olfr1532-ps1	-0.112897260733995	NA	ENSMUSG00000073899
Olfr704	0.014914906424074	NA	ENSMUSG00000073900
Olfr703	-0.0400728355770089	NA	ENSMUSG00000073901
Gvin3	-0.434043227673074	0.000500194528839632	ENSMUSG00000073902
Olfr692	-0.135739147894238	NA	ENSMUSG00000073906
Olfr689	0.00266660576431563	NA	ENSMUSG00000073907
Olfr687	NA	NA	ENSMUSG00000073908
Olfr688	NA	NA	ENSMUSG00000073909
Mob3b	0.0323456833504855	0.942805061923911	ENSMUSG00000073910
Olfr678	-0.977727748714942	0.0170015826920508	ENSMUSG00000073913
Olfr677	-0.0400728355770089	NA	ENSMUSG00000073914
Olfr676	0.419546767667196	0.447566692534171	ENSMUSG00000073915
Olfr669	NA	NA	ENSMUSG00000073916
Olfr665	0.0650120362107349	NA	ENSMUSG00000073917
Olfr661	0.229178757566393	NA	ENSMUSG00000073920
Olfr659	-0.262622098969966	NA	ENSMUSG00000073922
Olfr657	-0.317548908145689	NA	ENSMUSG00000073923
Olfr656	-0.282942598778554	0.550084228997039	ENSMUSG00000073924
Olfr654	-0.132322508160941	NA	ENSMUSG00000073925
Olfr653	0.0468186948400846	NA	ENSMUSG00000073926
Olfr652	-0.700397035914749	0.064337976910637	ENSMUSG00000073927
Olfr651	NA	NA	ENSMUSG00000073928
Trim30e-ps1	-0.0316177231020977	NA	ENSMUSG00000073929
Olfr646	-0.0496708042261956	0.949509845936125	ENSMUSG00000073931
Olfr641	-0.168490365906613	NA	ENSMUSG00000073932
Olfr633	-0.737301444439883	0.139102418133825	ENSMUSG00000073937
Olfr632	-0.0454777916531548	NA	ENSMUSG00000073938
Hbb-bt	-0.932812517408848	0.00147163774736092	ENSMUSG00000073940
Olfr625-ps1	-0.0400728355770089	NA	ENSMUSG00000073943
Olfr619	0.0184182023862695	NA	ENSMUSG00000073944
Olfr618	-0.069318354558648	NA	ENSMUSG00000073945
Olfr617	-0.0400728355770089	NA	ENSMUSG00000073946
Olfr615	0.0184182023862695	NA	ENSMUSG00000073947
Olfr608	NA	NA	ENSMUSG00000073948
Olfr606	-0.0400728355770089	NA	ENSMUSG00000073949
Olfr599	0.0184182023862695	NA	ENSMUSG00000073950
Olfr598	0.0184182023862695	NA	ENSMUSG00000073951
Olfr597	-0.198613340169446	NA	ENSMUSG00000073952
Olfr596	0.0787063585391899	0.894299876887533	ENSMUSG00000073953
Olfr594	-0.116303574368634	NA	ENSMUSG00000073954
Olfr593	NA	NA	ENSMUSG00000073955
Olfr592	-0.578446201972265	NA	ENSMUSG00000073956
Olfr584	-0.189053027670281	NA	ENSMUSG00000073959
Olfr583	0.0184182023862695	NA	ENSMUSG00000073960
Olfr582	-0.110345114779928	NA	ENSMUSG00000073961
Olfr576	0.193623701267178	NA	ENSMUSG00000073962
Olfr572	NA	NA	ENSMUSG00000073963
Olfr570	NA	NA	ENSMUSG00000073964
Olfr568	-0.0693183545586481	NA	ENSMUSG00000073965
Olfr561	-0.0622304098408746	NA	ENSMUSG00000073966
Olfr557	-0.069318354558648	NA	ENSMUSG00000073967
Trim68	0.202381212412486	0.588965203615719	ENSMUSG00000073968
Olfr556	-0.193544245806489	NA	ENSMUSG00000073969
Olfr555	-0.0108273165953697	NA	ENSMUSG00000073970
Olfr554	-0.502756068453226	NA	ENSMUSG00000073971
Olfr553	0.0184182023862695	NA	ENSMUSG00000073972
Olfr552	-0.397488131568116	0.286530200507358	ENSMUSG00000073973
Olfr551	0.100192116708438	NA	ENSMUSG00000073974
Olfr550	-0.26600712113073	NA	ENSMUSG00000073975
1700026J12Rik	NA	NA	ENSMUSG00000073976
Olfr549	0.0116474108349062	NA	ENSMUSG00000073977
Olfr548-ps1	-0.273288900392381	NA	ENSMUSG00000073978
Olfr547	NA	NA	ENSMUSG00000073979
Gm9574	-0.124381149065574	NA	ENSMUSG00000073980
Rhog	-0.327285422578359	0.130551017031376	ENSMUSG00000073982
Gm10602	0.501154018899687	0.123632730374415	ENSMUSG00000073985
Ggh	0.204551365760124	0.440356837673147	ENSMUSG00000073987
Ttpa	0.11074694664824	NA	ENSMUSG00000073988
Cnbd1	NA	NA	ENSMUSG00000073991
Olfr521	-0.075591029826221	NA	ENSMUSG00000073997
Olfr520	-0.0167951740466134	NA	ENSMUSG00000073998
Klhl40	-0.127649530145422	NA	ENSMUSG00000074001
Gucy2d	-0.0400728355770089	NA	ENSMUSG00000074003
B3gnt6	0.136271167759346	NA	ENSMUSG00000074004
Omp	-0.286121210540374	0.593981745952427	ENSMUSG00000074006
Pramel41	NA	NA	ENSMUSG00000074011
4632427E13Rik	0.258531187759575	0.312887295991335	ENSMUSG00000074024
Gm6091	NA	NA	ENSMUSG00000074026
Slc22a13	0.0184182023862695	NA	ENSMUSG00000074028
Gm47289	0.0216956692150085	NA	ENSMUSG00000074029
Exoc8	-0.0204991685157742	0.952707554539341	ENSMUSG00000074030
Gm5921	-0.105035309209143	NA	ENSMUSG00000074034
Mc1r	-0.547659516392787	0.151350876607341	ENSMUSG00000074037
4930520O04Rik	-0.0257911186202206	0.965702135795949	ENSMUSG00000074039
BC048644	0.166561426741815	NA	ENSMUSG00000074052
Fbxw18	NA	NA	ENSMUSG00000074059
Fbxw15	NA	NA	ENSMUSG00000074060
Fbxw19	-0.241923660572509	0.700573468685331	ENSMUSG00000074061
Fbxw16	-0.0380519482719678	NA	ENSMUSG00000074062
Osgin1	-0.126376510749729	0.734206999009434	ENSMUSG00000074063
Mlycd	0.413422490859737	0.132170874637417	ENSMUSG00000074064
Gm10617	-0.188303388774368	NA	ENSMUSG00000074065
Gm10619	-0.168928800197117	NA	ENSMUSG00000074067
Fam169b	0.154396610689998	0.784096857500926	ENSMUSG00000074071
Gm10620	NA	NA	ENSMUSG00000074072
Snrnp40	-0.120396306406719	0.661292109015523	ENSMUSG00000074088
Gm6181	NA	NA	ENSMUSG00000074092
Svip	-0.926713576157613	0.00176725636708586	ENSMUSG00000074093
Rbm15b	-0.144256881361923	0.446290361242754	ENSMUSG00000074102
Rpl10-ps2	-0.41454056184766	NA	ENSMUSG00000074108
Mrgprx2	-0.178183619485073	NA	ENSMUSG00000074109
Mrgpra9	NA	NA	ENSMUSG00000074111
Gm10629	0.787465559055477	0.0686785042857947	ENSMUSG00000074113
Saa1	NA	NA	ENSMUSG00000074115
Ntf5	0.0452316996149616	NA	ENSMUSG00000074121
7420426K07Rik	NA	NA	ENSMUSG00000074123
Cmtm2a	-0.0953607481099224	NA	ENSMUSG00000074127
Gm10631	-0.285027051851154	NA	ENSMUSG00000074128
Rpl13a	-0.329189688088041	0.0448967062296436	ENSMUSG00000074129
4930513N10Rik	-0.534421758388176	0.132025321514742	ENSMUSG00000074136
1700057G04Rik	0.105636602730166	NA	ENSMUSG00000074139
Il4i1	0.425349925210254	0.334490731089788	ENSMUSG00000074141
4930579C12Rik	-0.130767554508811	NA	ENSMUSG00000074146
Gm10634	-0.217788582111248	NA	ENSMUSG00000074149
Nlrc5	-0.277759293482773	0.529699454384501	ENSMUSG00000074151
Klk5	NA	NA	ENSMUSG00000074155
Ces1h	-0.069318354558648	NA	ENSMUSG00000074156
Zfp976	0.195537626500233	0.634081916479437	ENSMUSG00000074158
Vmn2r-ps54	-0.429207974235981	NA	ENSMUSG00000074164
Zfp788	-0.066742255972178	0.886513077240772	ENSMUSG00000074165
AW146154	-0.00604236735926577	0.992315496756716	ENSMUSG00000074166
Plekhf1	0.528676200265895	0.0442534273976593	ENSMUSG00000074170
Gm10638	-0.0285245421208973	0.967749308822872	ENSMUSG00000074178
Gsta5	-0.071731102829049	NA	ENSMUSG00000074179
Znhit6	0.437178098624103	0.106725221115638	ENSMUSG00000074182
Gsta1	NA	NA	ENSMUSG00000074183
Smt3h2-ps2	NA	NA	ENSMUSG00000074184
Zfp791	0.296768003632756	0.442989646463789	ENSMUSG00000074194
Clca4b	NA	NA	ENSMUSG00000074195
Clca4c-ps	-0.0108273165953697	NA	ENSMUSG00000074196
Krtdap	NA	NA	ENSMUSG00000074199
G430095P16Rik	-0.586632832374901	0.0623367817436736	ENSMUSG00000074203
Adh6b	-0.259042955466963	0.642057691415713	ENSMUSG00000074206
Adh1	-0.355186967931167	0.513262850242393	ENSMUSG00000074207
E130208F15Rik	-0.0362853722227221	0.965958244631726	ENSMUSG00000074210
Sdhaf1	0.516986612160436	0.122112642387022	ENSMUSG00000074211
Dnajb14	-0.0945125146225406	0.746139265647806	ENSMUSG00000074212
Gm10642	-0.113304563393541	0.81721207421371	ENSMUSG00000074213
Gm10643	-0.0785343757498744	NA	ENSMUSG00000074215
Misp3	0.212957930253491	NA	ENSMUSG00000074217
Cox7a1	0.168629129413396	NA	ENSMUSG00000074218
Gm10644	0.074381547896848	NA	ENSMUSG00000074219
Zfp382	-0.153040316108114	0.718575877934429	ENSMUSG00000074220
Zfp568	-0.202761000673462	0.519319661069088	ENSMUSG00000074221
4932431P20Rik	-0.333019096433374	NA	ENSMUSG00000074224
Spint2	-0.285847446668793	0.365742259990005	ENSMUSG00000074227
Gm10649	-0.00127104567478998	NA	ENSMUSG00000074235
Gm9387	NA	NA	ENSMUSG00000074236
Ap1ar	-0.207212676437317	0.504004545382045	ENSMUSG00000074238
Cib3	-0.17997930788809	NA	ENSMUSG00000074240
Gm10651	0.196474100445084	NA	ENSMUSG00000074243
Dda1	-0.076725484836152	0.79762951324986	ENSMUSG00000074247
4930432M17Rik	NA	NA	ENSMUSG00000074248
Gm10653	0.0574489053576702	NA	ENSMUSG00000074250
Cyp2a4	0.0302517403155687	NA	ENSMUSG00000074254
Gm10655	-0.250067644860757	NA	ENSMUSG00000074256
Gramd2	0.401281263418734	0.375349987358067	ENSMUSG00000074259
Erich4	-0.069318354558648	NA	ENSMUSG00000074261
Amy1	-0.396592318150194	0.347246400248236	ENSMUSG00000074264
Amy2a5	0.401557531409234	0.408455286805333	ENSMUSG00000074268
Rec114	-0.62405506404457	0.0986506626646016	ENSMUSG00000074269
Ceacam1	-0.524724449074021	0.0246069890461799	ENSMUSG00000074272
D930028M14Rik	-0.071023163417458	NA	ENSMUSG00000074274
Phldb3	-0.130867904564129	0.754271892831427	ENSMUSG00000074277
Gm6166	-0.102364515829182	NA	ENSMUSG00000074280
Gm12522	0.0111057460102068	NA	ENSMUSG00000074281
Zfp94	0.353771315579421	0.485515602202342	ENSMUSG00000074282
Zfp109	0.177132461168998	0.637480418280717	ENSMUSG00000074283
Gm10658	-0.398522948211002	NA	ENSMUSG00000074284
Vmn1r168	-0.443148182924281	0.262896109291657	ENSMUSG00000074291
Gm10660	-0.473722206060404	0.271929286158234	ENSMUSG00000074292
Smim31	0.39874610028123	NA	ENSMUSG00000074300
Gm10663	NA	NA	ENSMUSG00000074302
Peak1	0.523032007165385	0.000582341280812243	ENSMUSG00000074305
Vmn1r139	0.0936196539417221	NA	ENSMUSG00000074311
Vmn1r132	NA	NA	ENSMUSG00000074322
Apoc4	-0.113563363253489	0.833462346675631	ENSMUSG00000074336
Ovgp1	-0.568740342428504	0.0399893674984234	ENSMUSG00000074340
I830077J02Rik	-0.797183320374387	3.8762040943947e-06	ENSMUSG00000074342
Gldnos	-0.0400728355770089	NA	ENSMUSG00000074343
Tmigd3	-0.544944563824056	NA	ENSMUSG00000074344
Tnfaip8l3	1.28956547166898	0.00407888168755955	ENSMUSG00000074345
Kcnd3os	0.0184182023862695	NA	ENSMUSG00000074346
Arhgap20os	-0.0813201004516013	NA	ENSMUSG00000074354
AA386476	-0.0646646567779006	0.912893408272981	ENSMUSG00000074357
Ccdc61	-0.292407862952717	0.349139083388985	ENSMUSG00000074358
Psg23	-0.31703962684469	0.478690757589586	ENSMUSG00000074359
C5ar2	-0.0364305524870584	0.923903313682551	ENSMUSG00000074361
Ehd2	0.89596395726098	8.17808007798145e-05	ENSMUSG00000074364
Crxos	0.0920885015042421	NA	ENSMUSG00000074365
Obox5	-0.0400728355770089	NA	ENSMUSG00000074366
Obox2	-0.0232625203451528	NA	ENSMUSG00000074369
Gm10680	-0.0400728355770089	NA	ENSMUSG00000074373
Sult2a3	NA	NA	ENSMUSG00000074375
Sult2a4	NA	NA	ENSMUSG00000074377
Bsph1	NA	NA	ENSMUSG00000074378
AI429214	-0.00974637857213939	0.989205691921377	ENSMUSG00000074384
Gm10684	-0.199134647219212	NA	ENSMUSG00000074385
Gm5544	0.113412385799869	NA	ENSMUSG00000074388
Foxr1	-0.226287530490832	0.68061809834695	ENSMUSG00000074397
Gm15441	-0.136206527862644	0.663347060806413	ENSMUSG00000074398
H3c13	-0.587741754283689	0.0233658483028154	ENSMUSG00000074403
Gm1698	0.0676166083208405	NA	ENSMUSG00000074404
Zfp865	0.194560712614235	0.342729633887296	ENSMUSG00000074405
Zfp628	0.0154724991515183	0.970659941166865	ENSMUSG00000074406
Gm10689	-0.208255780394797	NA	ENSMUSG00000074412
Mir100hg	0.605954123743522	0.0744231167155828	ENSMUSG00000074415
Gm14548	-0.624951499245471	0.0136583142897747	ENSMUSG00000074417
Gm15930	-0.0454910407601247	NA	ENSMUSG00000074418
Gm15448	-0.456159522377094	0.270058413872636	ENSMUSG00000074419
Gm10693	-0.221139468503721	0.676142866066335	ENSMUSG00000074420
Spopfm2	-0.148119224136278	NA	ENSMUSG00000074424
Lce3e	NA	NA	ENSMUSG00000074433
Defa28	-0.0985638735402872	NA	ENSMUSG00000074434
Smcp	NA	NA	ENSMUSG00000074435
Defa-ps18	NA	NA	ENSMUSG00000074436
Defa29	NA	NA	ENSMUSG00000074437
Defa5	NA	NA	ENSMUSG00000074439
Defa3	NA	NA	ENSMUSG00000074440
Defa40	NA	NA	ENSMUSG00000074441
Defa31	NA	NA	ENSMUSG00000074442
Defa22	NA	NA	ENSMUSG00000074443
Defa30	NA	NA	ENSMUSG00000074444
Sprr2a3	0.123902399470985	NA	ENSMUSG00000074445
Defa23	NA	NA	ENSMUSG00000074446
Defa21	NA	NA	ENSMUSG00000074447
Pate9	-0.34734979657263	0.546200768227514	ENSMUSG00000074448
Gm15319	-0.146411203190134	NA	ENSMUSG00000074449
Pate2	0.0549465171330902	NA	ENSMUSG00000074452
Defb33	NA	NA	ENSMUSG00000074454
S100a16	0.582041795391036	0.0649234751228067	ENSMUSG00000074457
Gm10701	-0.182047548297528	NA	ENSMUSG00000074465
Gm15417	0.322616663201398	0.581358830470857	ENSMUSG00000074466
Gm10702	-0.0135139462440804	NA	ENSMUSG00000074467
Gm15348	0.0289502344951946	NA	ENSMUSG00000074469
Zfp872	0.120571017591526	NA	ENSMUSG00000074472
A230072I06Rik	-0.069318354558648	NA	ENSMUSG00000074473
Spc24	-0.829737337427363	0.00146227033001863	ENSMUSG00000074476
Rtraf-ps	0.10193671735309	NA	ENSMUSG00000074479
Mex3a	0.317270232901913	0.281137814878176	ENSMUSG00000074480
Gm16589	-0.309504083311071	NA	ENSMUSG00000074482
Bglap	0.762746892744511	0.00659992263816268	ENSMUSG00000074483
Gm7381	NA	NA	ENSMUSG00000074485
Bglap2	0.665810217681427	0.00112326528552925	ENSMUSG00000074486
Bglap3	0.206600099300651	0.601339722514378	ENSMUSG00000074489
Clec4g	-0.221288997432214	NA	ENSMUSG00000074491
Zfp558	0.0435251661325535	NA	ENSMUSG00000074500
Gm5612	NA	NA	ENSMUSG00000074501
Ubtfl1	-0.374598417372118	0.431783586279311	ENSMUSG00000074502
Fat3	0.750504725002305	1.36867131003832e-06	ENSMUSG00000074505
Gm10705	-0.00164020852314517	NA	ENSMUSG00000074506
Gm14340	0.0977482346576898	0.83528670260776	ENSMUSG00000074507
Gm10706	-0.29512204818466	NA	ENSMUSG00000074508
Arfip1	0.109753991632635	0.630172676254062	ENSMUSG00000074513
Gm10709	-0.318094592808422	NA	ENSMUSG00000074516
Gm10710	0.0852437731396294	0.896660681139191	ENSMUSG00000074517
Zfp971	-0.0463844807837354	0.888533256943809	ENSMUSG00000074519
Gm14327	-0.329395853212007	NA	ENSMUSG00000074521
Gm14296	0.211882914442071	0.475200676698377	ENSMUSG00000074527
Zfp972	0.10294381955931	0.844459455849232	ENSMUSG00000074529
Rps8-ps4	-0.252245882425824	NA	ENSMUSG00000074547
Eif1-ps1	-0.0108273165953697	NA	ENSMUSG00000074553
Gm10714	0.02484361656076	NA	ENSMUSG00000074555
Gm10720	-0.835287229338445	0.0817913461994756	ENSMUSG00000074564
Gcnt7	0.231800560524442	0.601627119172324	ENSMUSG00000074569
Cass4	-0.601042508736378	0.0188706530791319	ENSMUSG00000074570
Kcng1	0.188527355012607	0.754984002892448	ENSMUSG00000074575
Mocs3	0.205890601925741	0.624595080292952	ENSMUSG00000074576
Ripor3	0.227895889335034	0.609930489124329	ENSMUSG00000074577
Zfas1	-0.80840191366278	0.000101172977843823	ENSMUSG00000074578
Lekr1	0.353310603700299	0.494516631891052	ENSMUSG00000074579
4931440P22Rik	-0.0465680981884531	0.933559670206732	ENSMUSG00000074580
Arfgef2	-0.118645946890832	0.519689746979498	ENSMUSG00000074582
4930449A18Rik	-0.135322171957703	NA	ENSMUSG00000074589
Ankub1	0.112608660185884	0.860551458003226	ENSMUSG00000074591
Spint5	NA	NA	ENSMUSG00000074593
Wfdc9	-0.0495871665774668	NA	ENSMUSG00000074594
Wfdc6a	0.45109022567785	NA	ENSMUSG00000074595
Spint3	NA	NA	ENSMUSG00000074596
Mgst2	-0.844138883978941	0.000735949945990337	ENSMUSG00000074604
Tox2	-0.163142513723524	0.784260689819202	ENSMUSG00000074607
1700034I23Rik	0.444810957810039	NA	ENSMUSG00000074619
Gm10731	-0.0108273165953697	NA	ENSMUSG00000074620
Mafb	0.40880224647692	0.0430093680355725	ENSMUSG00000074622
Gm826	0.461096388128921	NA	ENSMUSG00000074623
Arhgap40	-0.0679902889565234	NA	ENSMUSG00000074625
Mroh8	-0.040079948715714	NA	ENSMUSG00000074627
Tldc2	0.141714413151959	NA	ENSMUSG00000074628
Tmem267	0.270501877426165	0.528788714171299	ENSMUSG00000074634
3110070M22Rik	-0.26379657396997	NA	ENSMUSG00000074635
Sox2	-0.0108273165953697	NA	ENSMUSG00000074637
Rdh16f2	-0.260460289925681	NA	ENSMUSG00000074639
Cpne1	-0.262046609064404	0.488765518468162	ENSMUSG00000074643
6430550D23Rik	0.174484386304796	0.79096446019607	ENSMUSG00000074646
Fam83c	0.489397415731058	NA	ENSMUSG00000074647
BC029722	0.27460496168547	0.303235973662316	ENSMUSG00000074649
Mcidas	0.3143568391401	NA	ENSMUSG00000074651
Myh7b	0.738427215438706	NA	ENSMUSG00000074652
Lrrc31	-0.19146334396647	NA	ENSMUSG00000074653
Gm1527	NA	NA	ENSMUSG00000074655
Eif2s2	-0.346248241957439	0.0693492330198213	ENSMUSG00000074656
Kif5a	0.109040182566122	0.846494966573208	ENSMUSG00000074657
A830092H15Rik	-0.0715024386722764	NA	ENSMUSG00000074664
Bpifb4	-0.018315194483591	NA	ENSMUSG00000074665
Tspyl3	-0.069629802683558	0.893921856652896	ENSMUSG00000074671
Ttll9	0.129921854622337	NA	ENSMUSG00000074673
Foxs1	0.705467324976881	0.141760839306096	ENSMUSG00000074676
Sirpb1c	-0.143949305641484	0.645100326191996	ENSMUSG00000074677
Defb25	NA	NA	ENSMUSG00000074678
Defb28	NA	NA	ENSMUSG00000074679
Defb26	NA	NA	ENSMUSG00000074680
Defb23	0.0184182023862695	NA	ENSMUSG00000074681
Zcchc3	-0.193997660384934	0.568909862108694	ENSMUSG00000074682
Il22	NA	NA	ENSMUSG00000074695
Csnk2a1	-0.250406680687235	0.329971973078394	ENSMUSG00000074698
Rad21l	-0.0693183545586481	NA	ENSMUSG00000074704
Ccl28	-0.273617844205778	0.654911895641483	ENSMUSG00000074715
AC140325.1	NA	NA	ENSMUSG00000074720
Zfp345	0.0754487536199534	NA	ENSMUSG00000074731
Zfp950	-0.00813327423542595	0.979847864568615	ENSMUSG00000074733
Taf7l2	-0.489316975305681	NA	ENSMUSG00000074734
Gm21994	NA	NA	ENSMUSG00000074735
Syndig1	0.071567035971832	NA	ENSMUSG00000074736
C530025M09Rik	0.930638440165551	NA	ENSMUSG00000074737
Fndc10	0.512148081807918	0.238868339599089	ENSMUSG00000074738
Thbd	0.227641957501658	0.384365178545487	ENSMUSG00000074743
Pdzd8	-0.272396666842966	0.1301746090132	ENSMUSG00000074746
Atxn7l3b	-0.0960388354939536	0.669229709053451	ENSMUSG00000074748
Kiz	0.111779127895085	0.622228735315935	ENSMUSG00000074749
Gm14092	-0.0257636689726569	NA	ENSMUSG00000074753
Smim26	0.12734424775054	NA	ENSMUSG00000074754
Gm5535	0.0352951651270752	NA	ENSMUSG00000074758
Macrod2os2	0.39197525735724	NA	ENSMUSG00000074763
Sel1l2	NA	NA	ENSMUSG00000074764
Ism1	0.596635048644805	0.00143097502683417	ENSMUSG00000074766
Bhmt	-0.34682015881335	NA	ENSMUSG00000074768
Ankef1	-0.465003168401322	0.302870172113682	ENSMUSG00000074771
Gm10754	0.0184182023862695	NA	ENSMUSG00000074776
Anapc15-ps	-0.0856295980636915	NA	ENSMUSG00000074780
Ube2n	-0.301258922039679	0.251235628309563	ENSMUSG00000074781
4833422C13Rik	0.418358073629186	0.118203292870573	ENSMUSG00000074782
AU019990	0.135344635579225	NA	ENSMUSG00000074783
Plxnc1	-0.502066989243777	0.0786504002351678	ENSMUSG00000074785
Hspa12b	0.622382828889133	0.0721909497940489	ENSMUSG00000074793
Arrdc3	0.0139339926797633	0.967155401326128	ENSMUSG00000074794
Slc4a11	0.946385031999582	NA	ENSMUSG00000074796
Itpa	-0.234689741966768	0.295975203507475	ENSMUSG00000074797
Gm4149	0.0334964368547442	NA	ENSMUSG00000074800
Gas2l3	-0.503801888681141	0.0605812396249772	ENSMUSG00000074802
AU015228	0.0184182023862695	NA	ENSMUSG00000074804
Il1bos	-0.0773467772475427	0.896660681139191	ENSMUSG00000074805
Gm10762	-0.250983377289318	0.630172676254062	ENSMUSG00000074807
Hps6	-0.0400718960562726	0.928000926100143	ENSMUSG00000074811
Spdye4c	NA	NA	ENSMUSG00000074812
Morrbid	-0.276151614672264	0.270351515519906	ENSMUSG00000074813
Papolb	0.0946197771730579	NA	ENSMUSG00000074817
Pdzd7	0.143013549636864	0.827813636864154	ENSMUSG00000074818
