gene_name	logFC	adj.P.Val	ID
Fgfbp1	-0.251526927427437	0.82420743643945	ENSMUSG00000048373
F2r	0.651831060650257	0.000157016603821635	ENSMUSG00000048376
Socs4	0.167866062175973	0.13039285339445	ENSMUSG00000048379
Osr1	1.59917315304212	0.000131979070386221	ENSMUSG00000048387
Fam171b	2.1711909171577	2.0758839122706e-07	ENSMUSG00000048388
Olfr843	0.29556603869776	0.691877183820193	ENSMUSG00000048391
Gli2	0.584317423719146	0.0834436957275709	ENSMUSG00000048402
B330016D10Rik	-0.284819528390835	0.198037816793968	ENSMUSG00000048406
Zfp407	0.0127366570203868	0.955956227386949	ENSMUSG00000048410
Mlf1	-0.78672678756789	0.228032155735587	ENSMUSG00000048416
Ranbp3l	-0.219300192600427	0.402261816228669	ENSMUSG00000048424
Timm29	0.200656804690171	0.123514433467106	ENSMUSG00000048429
Nupl2	0.0366090629255176	0.902337639461495	ENSMUSG00000048439
Cyp4f16	0.329506563747103	0.237646994741384	ENSMUSG00000048440
Smim5	-0.484484539232913	0.0104365579926718	ENSMUSG00000048442
Ccdc57	-0.549751471204182	0.139572983040834	ENSMUSG00000048445
Msx1	0.717621199425031	0.0325994519634171	ENSMUSG00000048450
Olfr1448	0.307937856898242	0.723512732423629	ENSMUSG00000048456
Inka2	-0.075961909558472	0.814669247621534	ENSMUSG00000048458
Spata33	1.26246406077308	0.185753055903173	ENSMUSG00000048478
Cxcr1	0.517834047027733	0.355722369387204	ENSMUSG00000048480
Mypop	0.390546802557663	0.0475889660931346	ENSMUSG00000048481
Bdnf	1.60424208123465	0.00681113879839279	ENSMUSG00000048482
Zdhhc22	-1.23986840303008	0.0478367668362351	ENSMUSG00000048483
Zbtb8b	-0.340409202527661	0.296860564394775	ENSMUSG00000048485
Fitm2	0.0791025578090112	0.825341233865166	ENSMUSG00000048486
Depp1	-0.121523590928168	0.689981980807164	ENSMUSG00000048489
Nrip1	-0.15866843955942	0.226575846693496	ENSMUSG00000048490
Tyw5	0.446593373436936	0.219386764126143	ENSMUSG00000048495
Mmgt2	0.436278603406867	0.139841285389075	ENSMUSG00000048497
Cd300e	-0.0522703598433732	0.907620534213174	ENSMUSG00000048498
Duxbl1	1.85332063230096	0.00708183774294421	ENSMUSG00000048502
Tlcd5	0.0698377584472827	0.872040106328109	ENSMUSG00000048503
Fbxl13	0.656950556393596	0.378611628462416	ENSMUSG00000048520
Cxcr6	-0.228478212425847	0.654177051428212	ENSMUSG00000048521
Nkx1-2	-0.207615446867358	0.668171592604129	ENSMUSG00000048528
Jaml	-0.755954210013715	0.00711650119294105	ENSMUSG00000048534
Phldb1	0.759606950403841	0.00074181414303849	ENSMUSG00000048537
Tob2	0.154831175061618	0.343608680224669	ENSMUSG00000048546
Thnsl1	0.508499495456748	0.112137391963907	ENSMUSG00000048550
Tmem252	0.637286002864937	0.0367906637396953	ENSMUSG00000048572
Mlec	0.315215167463913	0.0342268215216069	ENSMUSG00000048578
E130311K13Rik	0.751134091474782	0.00407018225442791	ENSMUSG00000048581
Gja3	-2.16494556004246	0.10956921108977	ENSMUSG00000048582
Igf2	3.14400510890115	2.59813673935283e-08	ENSMUSG00000048583
Morc2b	-0.264790514277896	0.555283184109872	ENSMUSG00000048602
Gm9828	0.0945434211128441	0.889538698688364	ENSMUSG00000048603
Myof	1.73347642045684	2.47679936081037e-06	ENSMUSG00000048612
Nog	0.219179655892731	0.447875331766295	ENSMUSG00000048616
Rtbdn	-0.58945160099711	0.358956401806235	ENSMUSG00000048617
Olfr1336	-0.574832118417871	0.0141156128755985	ENSMUSG00000048620
Gm6377	0.584026443621034	0.49903066577754	ENSMUSG00000048621
A730049H05Rik	0.162474569745798	0.800323192872502	ENSMUSG00000048636
Ctxn1	1.77596743811497	8.66030312057098e-05	ENSMUSG00000048644
Exd1	0.055669180281295	0.834584995036679	ENSMUSG00000048647
Samd13	-0.122394465525577	0.841020963192403	ENSMUSG00000048652
Ccdc169	-0.94250278108215	0.209770568062727	ENSMUSG00000048655
Lemd3	0.353773774341669	0.00620272104689164	ENSMUSG00000048661
Rhno1	-0.154533692203393	0.447439404064798	ENSMUSG00000048668
Tpcn2	0.0910300316042285	0.708462082662963	ENSMUSG00000048677
Mex3d	1.02949562569166	0.000286860268009249	ENSMUSG00000048696
Vmn1r26	-0.535259988844291	0.09113891540096	ENSMUSG00000048697
Ccdc6	0.23636846980575	0.0705870934506786	ENSMUSG00000048701
Lurap1l	1.24547140901864	0.000259638166291054	ENSMUSG00000048706
Tprn	0.0464472735938024	0.892427799118337	ENSMUSG00000048707
Tbc1d12	0.873403228736573	7.47778783551838e-05	ENSMUSG00000048720
Fndc9	-0.522063906230354	0.0609584841185557	ENSMUSG00000048721
Zfp454	0.827511027174908	0.127432951722871	ENSMUSG00000048728
Ggnbp1	-0.390870840665683	0.167640954006997	ENSMUSG00000048731
Klhl11	0.332045720432234	0.0114179223967187	ENSMUSG00000048732
E130114P18Rik	1.29281037465355	0.231771904735524	ENSMUSG00000048747
Prss50	-0.213962757896398	0.415364475774302	ENSMUSG00000048752
Mcat	0.0618998924456609	0.781459830641456	ENSMUSG00000048755
Foxo3	-0.30941453212352	0.00462950885006727	ENSMUSG00000048756
Rpl29	0.201512735212438	0.241984727644947	ENSMUSG00000048758
Hoxb3	0.395346440975912	0.513643484187293	ENSMUSG00000048763
Tmem53	0.284646378819004	0.448324507208375	ENSMUSG00000048772
Serpinb13	-0.631556960970232	0.452697482603682	ENSMUSG00000048775
Pthlh	1.32697643103319	0.00712883224638955	ENSMUSG00000048776
P2ry6	0.563062258097585	0.308079781335548	ENSMUSG00000048779
Insc	0.119793944083763	0.845401281155196	ENSMUSG00000048782
Dcun1d3	0.287926355212413	0.184365195450812	ENSMUSG00000048787
Cfap100	-0.940248842045257	0.176311139981992	ENSMUSG00000048794
Cyb561d1	-0.271617223814364	0.166726651706293	ENSMUSG00000048796
Cep120	0.217028130382556	0.0377482418675566	ENSMUSG00000048799
Slc35e4	1.09495036698173	3.72535783809929e-05	ENSMUSG00000048807
Lonrf2	0.132139051266383	0.7867647213952	ENSMUSG00000048814
Gm568	-0.529257423456671	0.476568690730037	ENSMUSG00000048824
Dact2	1.27135494902578	0.0985291590269868	ENSMUSG00000048826
Pkd1l3	-0.174789985168757	0.687795170733013	ENSMUSG00000048827
Vps37c	0.195265944753928	0.29188817569639	ENSMUSG00000048832
Slc39a9	0.419798341188469	0.00110328944069075	ENSMUSG00000048833
Gm12185	-0.432263206159172	0.670801540934507	ENSMUSG00000048852
Slc25a47	0.369511807098257	0.278356075954969	ENSMUSG00000048856
Arhgap30	-0.332399934750461	0.0192514089894303	ENSMUSG00000048865
Phf3	-0.174787692473873	0.0874528809568773	ENSMUSG00000048874
Hexim1	0.317409706722951	0.0296534603122669	ENSMUSG00000048878
Cdk5r1	-0.29775682719908	0.117090615046736	ENSMUSG00000048895
Zfp710	-0.248553660330653	0.0449379405857064	ENSMUSG00000048897
Rimkla	1.87439082312101	0.219735851928064	ENSMUSG00000048899
Bnip5	-0.18718260670315	0.696374867687339	ENSMUSG00000048905
Rnf24	0.0386279275050905	0.88356126214776	ENSMUSG00000048911
Efna5	0.91786385892457	0.00773268072971019	ENSMUSG00000048915
Fkrp	0.122806985050899	0.356559216361685	ENSMUSG00000048920
Zfp689	0.000274259721385395	0.999278684279327	ENSMUSG00000048921
Cdca2	-0.211407698235791	0.163881618501065	ENSMUSG00000048922
Ccdc125	-0.416889744069914	0.0400506422299968	ENSMUSG00000048924
Tada3	0.0822017812120892	0.53261250373381	ENSMUSG00000048930
Atp13a5	-0.607609151387746	0.522021885481327	ENSMUSG00000048939
Gm6206	0.393950933404108	0.224254151025896	ENSMUSG00000048949
Prex2	0.601133849123754	0.00456389106050786	ENSMUSG00000048960
Mrgpre	0.528461194498277	0.0265393117689297	ENSMUSG00000048965
Yjefn3	0.167920484847534	0.811039226452166	ENSMUSG00000048967
C1galt1c1	0.11707513458584	0.585859674582891	ENSMUSG00000048970
Elfn1	1.90380523750539	0.0604509389259708	ENSMUSG00000048988
Atxn7l2	-0.43263719472846	0.087390480705363	ENSMUSG00000048997
Ndnf	1.19235745608308	0.00318607432317738	ENSMUSG00000049001
Olfr982	-0.473420341895704	0.494236820366104	ENSMUSG00000049010
Olfr729	-1.0265826676616	0.0935308383414399	ENSMUSG00000049011
Olfr1467	0.871636977422664	0.116043569213003	ENSMUSG00000049015
Olfr873	-0.00529811580205752	0.996046942674087	ENSMUSG00000049028
Tmem121	1.43103935851937	0.00177584367893468	ENSMUSG00000049036
Clec4a1	0.290232953234651	0.234201338995243	ENSMUSG00000049037
Mterf2	0.303834503129662	0.433889453454927	ENSMUSG00000049038
Olfr398	-0.985470551303011	0.107520326582495	ENSMUSG00000049041
Rapgef4	0.184810888801939	0.57429973630441	ENSMUSG00000049044
Armcx3	1.32115241185732	5.61021900454069e-08	ENSMUSG00000049047
Acap2	0.123602283988215	0.308297886594031	ENSMUSG00000049076
Bmyc	0.31436409338872	0.193594105388821	ENSMUSG00000049086
Zadh2	0.0995743577700523	0.461361034025401	ENSMUSG00000049090
Sephs2	-0.317470002084324	0.036742715414229	ENSMUSG00000049091
Gpr137c	-0.0391850028406293	0.918772818058814	ENSMUSG00000049092
Ankrd34a	0.500281068350474	0.575900557220702	ENSMUSG00000049097
Olfr147	-0.469210378183422	0.118778757068722	ENSMUSG00000049098
Pcdh10	-0.231467250278114	0.720830641876305	ENSMUSG00000049100
Ccr2	-0.255874808233101	0.479851974376002	ENSMUSG00000049103
Dcaf5	-0.102540934914531	0.691287065218151	ENSMUSG00000049106
Ntf3	-0.266714965783108	0.72664014360955	ENSMUSG00000049107
Themis	0.116970601070832	0.839486919155597	ENSMUSG00000049109
Oxtr	-0.896048851134051	0.128005007325586	ENSMUSG00000049112
Agtr1a	-0.227087556647419	0.296822649068168	ENSMUSG00000049115
Fam110b	0.735223876085247	0.00142626639386309	ENSMUSG00000049119
Frmd3	0.18692723809425	0.769729725676416	ENSMUSG00000049122
Catsperg2	0.999531443522774	0.602944247675711	ENSMUSG00000049123
Gm8186	-0.10318583763766	0.777844282556794	ENSMUSG00000049124
C5ar1	0.181526860348227	0.551595585356623	ENSMUSG00000049130
Nrap	-1.20731889547365	0.0125085946091647	ENSMUSG00000049134
Olfr1258	-0.297052314325256	0.655810108039143	ENSMUSG00000049149
Zfp518a	-0.091051633755459	0.49783739508237	ENSMUSG00000049164
Myoz3	-0.158791373324974	0.839379230380025	ENSMUSG00000049173
Frmpd4	1.48777150080139	0.0454614524759621	ENSMUSG00000049176
Purg	0.55270392239926	0.0157850187192835	ENSMUSG00000049184
Rtl5	-0.191992968715645	0.522981590519712	ENSMUSG00000049191
Skint7	-1.1982809316298	0.397891606803046	ENSMUSG00000049214
Pdp1	0.500182492111142	0.00937090082273108	ENSMUSG00000049225
Tigd2	0.289815125098748	0.0491799341354336	ENSMUSG00000049232
Hcar1	-1.21771823506286	0.145123607636658	ENSMUSG00000049241
Gm5316	-0.440793820689545	0.0957318846317877	ENSMUSG00000049249
Kcnk3	0.403663705121649	0.556144752785249	ENSMUSG00000049265
Olfr509	-0.850681568304867	0.00759386826388379	ENSMUSG00000049280
Scn3b	-0.237549066911803	0.705878797929151	ENSMUSG00000049281
Mblac1	-0.151683016122888	0.65762020103914	ENSMUSG00000049285
Iba57	-0.363918677447598	0.0267584301056214	ENSMUSG00000049287
Lix1l	1.36815687841007	6.63081617207023e-07	ENSMUSG00000049288
Zfp219	-0.0512003543069035	0.76619963362035	ENSMUSG00000049295
Trappc1	0.407652364479738	0.010249186882509	ENSMUSG00000049299
Prmt6	0.367067203424974	0.0391280985029501	ENSMUSG00000049300
Syt12	0.0347657810195732	0.94559505231386	ENSMUSG00000049303
Ccdc71	0.490857376418145	0.0216507304398879	ENSMUSG00000049305
Fut4	-0.0284062210518763	0.909803713856233	ENSMUSG00000049307
Sorl1	-0.469484968160678	0.00708861192451249	ENSMUSG00000049313
Zfp2	0.0188629286684034	0.969641875713404	ENSMUSG00000049321
Smcr8	0.108233341396391	0.273210019652582	ENSMUSG00000049323
Kmt5a	-0.199896005686131	0.104121504737699	ENSMUSG00000049327
Tenm2	0.181856129765368	0.870866312702722	ENSMUSG00000049336
Retreg2	-0.0239704637230158	0.90073219763507	ENSMUSG00000049339
Gm5105	-1.4239257479373	0.235211371469678	ENSMUSG00000049349
Zg16	-1.20343693278769	0.0966384729856044	ENSMUSG00000049350
Dcaf7	0.0943193664467881	0.499589475710638	ENSMUSG00000049354
Brd8dc	-0.193440868502406	0.684977480776881	ENSMUSG00000049357
Olfr173	-0.955515311699567	0.0762705268152311	ENSMUSG00000049362
Olfr1183	-0.319596516754896	0.3427039815646	ENSMUSG00000049372
Gemin4	0.204188594332103	0.530159325028144	ENSMUSG00000049396
Ogfr	-0.0494739861641653	0.900345085110345	ENSMUSG00000049401
Rarres1	0.66615279281104	0.00775643016079784	ENSMUSG00000049404
Prokr1	0.0788581096189547	0.737328192511577	ENSMUSG00000049409
Zfp683	-0.819972966676571	0.563781600691648	ENSMUSG00000049410
Tmem241	0.331903195307168	0.195138476669235	ENSMUSG00000049411
Gm5417	0.21590735196357	0.893434349998992	ENSMUSG00000049414
Tmem200a	-0.185458785866846	0.640762977032838	ENSMUSG00000049420
Zfp260	0.911525796613668	4.09446393373626e-05	ENSMUSG00000049421
Chchd10	-0.528272440834466	0.126232161101306	ENSMUSG00000049422
Upk1b	-0.78140044497524	0.412306741985163	ENSMUSG00000049436
Cyp20a1	0.868009054797012	0.000155391236879294	ENSMUSG00000049439
Aff4	0.467068463866191	0.0312750775601157	ENSMUSG00000049470
Ctu2	-0.129054185491169	0.612438481294746	ENSMUSG00000049482
Tmem67	0.354582440040069	0.0817245819570103	ENSMUSG00000049488
Ccnq	0.211266288893688	0.369394642807287	ENSMUSG00000049489
Pls1	-0.515208454237505	0.0488604330490486	ENSMUSG00000049493
Dtx3l	-0.0472445826992081	0.935820838485502	ENSMUSG00000049502
Proser1	0.0474424521354182	0.766161522369131	ENSMUSG00000049504
Htr1b	0.250602838460043	0.594051947268974	ENSMUSG00000049511
Espnl	-0.326174922772207	0.6632028964362	ENSMUSG00000049515
Spty2d1	0.267250282108095	0.0723712032917724	ENSMUSG00000049516
Rps23	-0.183233715431424	0.420226070842283	ENSMUSG00000049517
Cdc42ep1	0.35850728476247	0.0553988176440201	ENSMUSG00000049521
Tmem202	-0.237058733521543	0.561568510095381	ENSMUSG00000049526
Sall2	0.774662558188762	0.000968311318424545	ENSMUSG00000049532
Tceal1	0.524779303832395	0.115690169463109	ENSMUSG00000049536
Adamts16	3.73932011797807	2.91523513671085e-08	ENSMUSG00000049538
H1f1	-0.306706115503214	0.219168995114598	ENSMUSG00000049539
Clip1	-0.0300622588596848	0.877213384887486	ENSMUSG00000049550
Fzd9	0.762266651194785	0.038472833858212	ENSMUSG00000049551
Polr1a	-0.223326143285831	0.0788959096553556	ENSMUSG00000049553
Tmie	0.114532923704947	0.781604332437188	ENSMUSG00000049555
Lingo1	-0.502026316383125	0.162062479402692	ENSMUSG00000049556
Olfr95	-0.813139433154688	0.0289716246811773	ENSMUSG00000049561
Ap5b1	-0.226671494386448	0.11480660778318	ENSMUSG00000049562
Aknad1	-0.060755110573911	0.894388385626499	ENSMUSG00000049565
Olfr780	-0.875181618525453	0.0574077832750007	ENSMUSG00000049573
Zfa-ps	0.281361753528682	0.730518038566731	ENSMUSG00000049576
Zfpm1	-0.474075199374147	0.00463365193655915	ENSMUSG00000049577
Tsku	1.58021953170462	9.74471111034812e-05	ENSMUSG00000049580
Grm5	-0.309642038307177	0.446062506841623	ENSMUSG00000049583
Ccdc69	0.0202235499031858	0.941913229202842	ENSMUSG00000049588
Zbtb45	0.169993165512162	0.380483113333434	ENSMUSG00000049600
Olfr418	-1.28957062114205	0.0106650810717525	ENSMUSG00000049605
Zfp644	-0.0612387569770414	0.623784666338191	ENSMUSG00000049606
Gpr55	0.202873871911115	0.647459423741929	ENSMUSG00000049608
Omg	-0.362910770557134	0.511791586481047	ENSMUSG00000049612
Slc17a5	0.646388771652647	0.00016405665817588	ENSMUSG00000049624
Tifab	-0.348340512215766	0.0361137136576861	ENSMUSG00000049625
C1ql3	2.29901586394288	2.58561131652825e-06	ENSMUSG00000049630
Vgll2	-0.98435601567892	0.289086248779874	ENSMUSG00000049641
2310022A10Rik	-0.0838392764608118	0.743986051138039	ENSMUSG00000049643
Olfr273	-1.07372945471687	0.372333830636502	ENSMUSG00000049648
Spatc1	-0.927371654001934	0.353320469344933	ENSMUSG00000049653
Zbtb5	0.0141686262655609	0.9350809165164	ENSMUSG00000049657
Bdp1	-0.047006762060783	0.770948500982149	ENSMUSG00000049658
Aftph	-0.241727832459621	0.0381875151986296	ENSMUSG00000049659
Morn4	1.01083414273653	0.0306735036271677	ENSMUSG00000049670
Zbtb14	0.00206267469362942	0.990066616410363	ENSMUSG00000049672
Olfr714	0.392042236089359	0.549557613663534	ENSMUSG00000049674
Catsperg1	-1.44205006791446	0.0211558012092539	ENSMUSG00000049676
Urgcp	0.498501445766178	0.00785173506108485	ENSMUSG00000049680
Orai1	-0.230215094882452	0.237067318159523	ENSMUSG00000049686
Pheta2	-0.0437925329564148	0.827328720586182	ENSMUSG00000049687
Nckap5	-0.0184813513277258	0.975251614757025	ENSMUSG00000049690
Nkx3-2	0.865963995693244	0.0306735036271677	ENSMUSG00000049691
BC048671	-1.15424631760202	0.0266026684071023	ENSMUSG00000049694
Nlrp10	0.519403061628183	0.142933751254831	ENSMUSG00000049709
Lig4	0.186466797816373	0.311841343009556	ENSMUSG00000049717
Prss46	0.960384059277233	0.085852797566556	ENSMUSG00000049719
Gal3st1	-0.263485286500583	0.455956719158127	ENSMUSG00000049721
Mmp12	0.95937903558249	0.0104369890271554	ENSMUSG00000049723
Zfp668	-0.16682961680941	0.491635961757673	ENSMUSG00000049728
Trex1	-0.0399411658659932	0.949713914165193	ENSMUSG00000049734
Zfp646	-0.0218566938147191	0.851335052800101	ENSMUSG00000049739
Arhgap15	-0.357927393981932	0.0113854491137579	ENSMUSG00000049744
Rpl36al	0.29239642429402	0.102273953063657	ENSMUSG00000049751
Zfp672	-0.224268426610807	0.0573572352709864	ENSMUSG00000049755
Olfr1318	0.318867950480937	0.544313355235081	ENSMUSG00000049758
Micos13	0.196807511864026	0.217154193639429	ENSMUSG00000049760
Zfp280b	0.0780978880998666	0.718269637292469	ENSMUSG00000049764
Tmsb4x	0.00542921814547981	0.984441165494291	ENSMUSG00000049775
Fzd4	0.0863765782775729	0.678881434390985	ENSMUSG00000049791
Bag5	0.605416135402012	3.76672754581558e-05	ENSMUSG00000049792
Olfr642	-0.429290903288985	0.571301542898519	ENSMUSG00000049797
Lrrc19	0.273421839015646	0.705430845748168	ENSMUSG00000049799
Sertad2	-0.080249816698597	0.618197347413386	ENSMUSG00000049800
Armcx4	1.19860173026822	9.98585564818427e-07	ENSMUSG00000049804
Olfr466	-0.771140406423202	0.1089214002749	ENSMUSG00000049806
Arhgap23	0.0759538140947633	0.523937248614986	ENSMUSG00000049807
Fam161a	0.553585145375109	0.0669549312459168	ENSMUSG00000049811
Zbtb12	0.139821828061416	0.539812608833938	ENSMUSG00000049823
Ceacam19	-0.716332858067826	0.196040591078498	ENSMUSG00000049848
Suox	-0.0288804709504085	0.887174968417652	ENSMUSG00000049858
Olfr250	-0.728413249527555	0.14411211099937	ENSMUSG00000049864
Arl4c	1.77499452470494	7.29802711167493e-05	ENSMUSG00000049866
Nlrc3	0.0265955064622538	0.928505377685449	ENSMUSG00000049871
Calhm5	1.58583184582782	3.33806602711466e-05	ENSMUSG00000049872
Rlf	-0.0491374872825316	0.668692755939392	ENSMUSG00000049878
2810025M15Rik	0.574913891153754	0.0956387332305204	ENSMUSG00000049881
Vcpkmt	0.387709987873962	0.15132410094713	ENSMUSG00000049882
Rasd1	-0.481085880384722	0.298344748902723	ENSMUSG00000049892
Olfr808	-2.10864236242357	0.0586211236529802	ENSMUSG00000049894
Stkld1	-0.821847992360075	0.259950759645452	ENSMUSG00000049897
Tmem17	0.712423729739871	0.0484638450302101	ENSMUSG00000049904
Rasl11b	1.22857354337191	2.05465897682085e-05	ENSMUSG00000049907
Gja8	-1.10229233314591	0.0421320026985882	ENSMUSG00000049908
2610318N02Rik	-0.504577141478266	0.115997841277608	ENSMUSG00000049916
Slc35c1	-0.0381880408239708	0.787232560262518	ENSMUSG00000049922
Glp2r	-0.699416843307428	0.301592953615564	ENSMUSG00000049928
Lpar4	1.6994631613225	8.06740359506069e-08	ENSMUSG00000049929
H2ax	-0.433183077281121	0.0550308548920791	ENSMUSG00000049932
Lrrc4	-0.398338137217038	0.204679481554975	ENSMUSG00000049939
Pgrmc2	0.357605865147143	0.0130359567984599	ENSMUSG00000049940
Rpp38	0.338063112507347	0.174921920987051	ENSMUSG00000049950
Ccdc137	-0.353455504089985	0.102755868413064	ENSMUSG00000049957
Mrps16	0.116895063512744	0.623278184153428	ENSMUSG00000049960
Plekhf2	-0.228860593060716	0.0763908584093881	ENSMUSG00000049969
Glt1d1	-0.76978714302902	0.0482951208950535	ENSMUSG00000049971
Ankrd55	-0.387781556083657	0.60645134281307	ENSMUSG00000049985
Lrrc25	0.0555054290136199	0.834203273577608	ENSMUSG00000049988
Ppp1r3d	-0.0220118157680398	0.919583701408707	ENSMUSG00000049999
Idnk	0.158733565824653	0.471625938750862	ENSMUSG00000050002
Shisa3	-0.616612523317198	0.138442260336743	ENSMUSG00000050010
Apol10b	-0.242141838898922	0.691983895715473	ENSMUSG00000050014
Pitpnb	0.271299343101509	0.0265722671706231	ENSMUSG00000050017
Amz1	0.0528219891380828	0.882642762443609	ENSMUSG00000050022
Rap2c	0.230850617674336	0.120223270181723	ENSMUSG00000050029
Fhl4	0.222366533008676	0.619404625190533	ENSMUSG00000050035
Tmx2	0.0120992889079057	0.937865226656514	ENSMUSG00000050043
Ccdc158	-0.449000277577932	0.285741980903113	ENSMUSG00000050050
Tdrp	0.133242101812938	0.798881861081541	ENSMUSG00000050052
Zfp697	-0.12873492147939	0.632239001452442	ENSMUSG00000050064
Grem2	-0.230935671143803	0.529868193882868	ENSMUSG00000050069
Bex1	-0.680170029115105	0.298115064466824	ENSMUSG00000050071
Gpr171	-0.102786000207505	0.757357800454521	ENSMUSG00000050075
Rspry1	0.161205543919985	0.087390480705363	ENSMUSG00000050079
Olfr622	-1.31981897489684	0.0723816087094882	ENSMUSG00000050085
1600012H06Rik	0.541947989085897	0.00346976660532998	ENSMUSG00000050088
Ces2b	-0.603511711733861	0.190332882468103	ENSMUSG00000050097
Agmo	0.524032094238898	0.0655395107645374	ENSMUSG00000050103
Grrp1	0.640638414074252	0.0567021273594416	ENSMUSG00000050105
Tmc8	-0.508966440679765	0.00574269950080183	ENSMUSG00000050106
Haspin	-0.219814733147129	0.183290558907314	ENSMUSG00000050107
Bpifc	0.384662821301047	0.307184530883899	ENSMUSG00000050108
Opalin	-0.886240196593463	0.0444704831826373	ENSMUSG00000050121
Vwa3b	0.682646191425267	0.472458321222394	ENSMUSG00000050122
Olfr1023	-1.06598872567546	0.0667126046769146	ENSMUSG00000050128
Sarm1	0.147646188515333	0.79440076391822	ENSMUSG00000050132
Kcnk12	-0.391180292929043	0.207087602703761	ENSMUSG00000050138
Fam205c	-0.0413202285300033	0.952972098782056	ENSMUSG00000050141
Slc25a44	-0.0729126808746638	0.511495300461003	ENSMUSG00000050144
F2rl3	-0.441770231324649	0.0546635694451923	ENSMUSG00000050147
Ubqln2	0.404705322920886	0.00454851981242273	ENSMUSG00000050148
Slc9b1	-0.30596450447999	0.708713967605104	ENSMUSG00000050150
Gm867	-0.795008432308272	0.0100976409115365	ENSMUSG00000050157
Olfr165	-0.640892266995424	0.439213038322057	ENSMUSG00000050158
Mchr1	0.387378112895332	0.596232146667853	ENSMUSG00000050164
Nudt6	-0.251110745852055	0.532720424006265	ENSMUSG00000050174
Lsm10	0.407757452904034	0.0314446483685194	ENSMUSG00000050188
Etos1	-1.044687113038	0.109012899265178	ENSMUSG00000050189
Eif5a2	0.447722378289061	0.025476151291635	ENSMUSG00000050192
Scd4	0.183400026367754	0.823512936195002	ENSMUSG00000050195
Lgr4	0.452972831927516	0.0236669531017509	ENSMUSG00000050199
Pla2g4e	-0.354295966893386	0.505845411716029	ENSMUSG00000050211
Eva1b	1.25139209767236	3.16704561909867e-05	ENSMUSG00000050212
Snip1	0.123603276528835	0.481331646421389	ENSMUSG00000050213
Il17d	1.07863811999923	0.000366263138642983	ENSMUSG00000050222
Pigm	0.0687003750734041	0.636101787775221	ENSMUSG00000050229
Cxcr3	0.0964929920770552	0.862932896795333	ENSMUSG00000050232
Gja4	1.14118090626785	0.00503586892438424	ENSMUSG00000050234
Hic2	0.269491138189462	0.130368442189019	ENSMUSG00000050240
Klre1	-0.449614559316632	0.292195485601378	ENSMUSG00000050241
Heatr1	-0.137093526610553	0.497154539865268	ENSMUSG00000050244
Evc2	0.952713619834127	0.000161500208250598	ENSMUSG00000050248
Olfr809	-0.771614099166303	0.264413249431125	ENSMUSG00000050251
Tmem220	0.0626833742271528	0.858062312712187	ENSMUSG00000050270
Prag1	0.61709289335201	0.0672407634181661	ENSMUSG00000050271
Dscam	0.275422572461343	0.786938239384612	ENSMUSG00000050272
Fzd2	2.47359640090148	4.941701431471e-09	ENSMUSG00000050288
Foxc1	0.650239997850968	0.000222893472697563	ENSMUSG00000050295
Abca12	-0.118208903035437	0.83726950390862	ENSMUSG00000050296
Slc25a2	-0.555071424355255	0.279796752401916	ENSMUSG00000050304
Rictor	-0.154244492468092	0.244166653170381	ENSMUSG00000050310
Nsun3	0.0532793018597539	0.835583512860306	ENSMUSG00000050312
Synpo2	-0.514546872606608	0.309511895951111	ENSMUSG00000050315
Ndufaf6	-0.269697496238836	0.312775900626833	ENSMUSG00000050323
Amer1	0.359104444676929	0.0146337594125722	ENSMUSG00000050332
Lgals3	0.41398049499356	0.0605427510876229	ENSMUSG00000050335
Olfr1378	-0.926979989212664	0.126597446365979	ENSMUSG00000050343
4930486L24Rik	-0.496669846339747	0.855661135845629	ENSMUSG00000050345
Gpr18	-0.455733471106997	0.167134774729126	ENSMUSG00000050350
Carmil2	-0.380806798886248	0.122480616166316	ENSMUSG00000050357
Hoxd10	1.11704861192483	0.0424861466435451	ENSMUSG00000050368
Ch25h	1.59803536336346	0.123809487588843	ENSMUSG00000050370
Snx21	0.209786121100076	0.390584151658863	ENSMUSG00000050373
Il31ra	-0.794811306955442	0.028388545738426	ENSMUSG00000050377
Septin6	0.117627661099251	0.503799366827218	ENSMUSG00000050379
Kif7	0.870489498980747	0.00269326738403252	ENSMUSG00000050382
C77080	1.04893938639509	0.000189422730273551	ENSMUSG00000050390
Armcx6	1.1558100707913	9.18143295122833e-05	ENSMUSG00000050394
Tnfsf15	1.71828373386893	4.0482057982634e-06	ENSMUSG00000050395
Tcf19	-0.23457922370008	0.325528533339754	ENSMUSG00000050410
Fbxo46	0.0856216496916984	0.618197347413386	ENSMUSG00000050428
Cyp8b1	1.39303830823318	0.00167223883878794	ENSMUSG00000050445
Lypd6	-0.462842618808653	0.497999887712709	ENSMUSG00000050447
Fam118b	0.128494114324329	0.457126284791283	ENSMUSG00000050471
Slc35d3	-0.605873187446349	0.00713519588772015	ENSMUSG00000050473
Fam167b	0.775251351265208	0.00546311610958253	ENSMUSG00000050493
Fbxl22	-0.572986346182327	0.283060012323989	ENSMUSG00000050503
Olfr1323	-0.946413428948061	0.235538558806818	ENSMUSG00000050504
Pcdh20	0.866212737037829	0.0724488841258508	ENSMUSG00000050505
Oprd1	-0.590537327224051	0.328685462904894	ENSMUSG00000050511
